1	3753
2	1710
3	1475
4	1418
5	375
6	350
7	276
8	249
9	200
10	174
11	153
12	147
13	138
14	103
15	89
16	87
17	78
18	61
19	45
20	42
21	39
22	36
23	34
24	27
25	25
26	24
27	20
28	19
29	19
30	19
31	17
32	17
33	14
34	12
35	12
36	10
37	10
38	10
39	10
40	9
41	8
42	6
43	6
44	6
45	6
46	6
47	5
48	5
49	5
50	5
51	5
52	4
53	4
54	4
55	4
56	4
57	4
58	4
59	3
60	3
61	3
62	3
63	3
64	3
65	3
66	2
67	2
68	2
69	2
70	2
71	2
72	2
73	2
74	2
75	2
76	2
77	2
78	2
79	2
80	2
81	2
82	2
83	2
84	1
85	1
86	1
87	1
88	1
89	1
90	1
91	1
92	1
93	1
94	1
95	1
96	1
97	1
98	1
99	1
100	1
101	1
102	1
103	1
104	1
105	1
106	1
107	1
108	1
109	1
110	1
111	1
112	1
113	1
