Long,Lat
-73.9662,40.7834
-104.8758,39.762
-73.9496,40.6501
-75.1339,40.0077
-80.2101,25.784
-86.1458,39.7771
-74.27830729878987,40.35018363403789
-122.3244,47.6211
-66.061,18.3985
-97.7522,30.3005
-66.061,18.3985
-112.0892,33.5722
-115.2654,36.2333
-104.8758,39.762
-122.3244,47.6211
-117.3949,33.9381
-86.1458,39.7771
-73.9249,40.6943
-76.0435,36.7335
-66.061,18.3985
-105.08703823858274,39.740403555064695
-105.08703823858274,39.740403555064695
-105.08703823858274,39.740403555064695
-81.39950388126192,28.50673234083404
-112.0892,33.5722
-105.08703823858274,39.740403555064695
-117.3949,33.9381
-73.9249,40.6943
-122.3244,47.6211
-93.2678,44.9635
-105.24441662381585,40.40495413295494
-94.5541,39.1238
-112.0892,33.5722
-103.4587699387554,44.151173482138105
-85.54937556584723,39.21904356412545
-73.9662,40.7834
-112.0892,33.5722
-96.7667,32.7935
-115.2085441729647,32.9434657344235
-80.2101,25.784
-112.0892,33.5722
-115.2654,36.2333
-85.53839336560218,39.40160373107649
-73.9249,40.6943
-122.3244,47.6211
-121.848,37.3012
-105.27337157274614,40.47908958218919
-104.8758,39.762
-103.4587699387554,44.151173482138105
-97.7522,30.3005
-86.1458,39.7771
-81.56127259153332,28.606734300619376
-104.8758,39.762
-104.8758,39.762
-112.0892,33.5722
-96.7667,32.7935
-82.4447,27.9945
-112.0892,33.5722
-122.3244,47.6211
-117.3949,33.9381
-73.9496,40.6501
-111.32784978343456,33.52659628686262
-86.1458,39.7771
-117.3949,33.9381
-117.3949,33.9381
-122.49865633776619,46.97627434648353
-104.8758,39.762
-117.3949,33.9381
-121.848,37.3012
-97.7522,30.3005
-87.6866,41.8375
-66.061,18.3985
-73.9496,40.6501
-86.1458,39.7771
-66.061,18.3985
-73.9662,40.7834
-73.9496,40.6501
-117.3949,33.9381
-73.9249,40.6943
-112.0892,33.5722
-105.27337157274614,40.47908958218919
-117.3949,33.9381
-73.8662,40.8501
-85.54937556584723,39.21904356412545
-117.3949,33.9381
-73.9662,40.7834
-86.34119628525286,39.46586877254305
-87.6866,41.8375
-66.061,18.3985
-86.12256135689685,39.82366564665402
-73.85965089985682,41.098562892409205
-73.9496,40.6501
-90.2451,38.6359
-80.25303564289716,25.830425533957236
-103.4587699387554,44.151173482138105
-96.7667,32.7935
-112.0892,33.5722
-95.25786843929076,33.4071343530456
-122.49865633776619,46.97627434648353
-117.3949,33.9381
-112.0892,33.5722
-104.8758,39.762
-117.3949,33.9381
-112.0892,33.5722
-76.63411003410451,36.27029856122111
-95.25786843929076,33.4071343530456
-117.3949,33.9381
-75.1339,40.0077
-112.0892,33.5722
-73.9496,40.6501
-117.3949,33.9381
-121.848,37.3012
-122.3244,47.6211
-122.3244,47.6211
-73.9662,40.7834
-112.0892,33.5722
-112.0892,33.5722
-105.24441662381585,40.40495413295494
-105.08703823858274,39.740403555064695
-117.3949,33.9381
-66.061,18.3985
-96.7667,32.7935
-73.9249,40.6943
-117.3949,33.9381
-112.7209189714436,32.58241221574514
-73.9249,40.6943
-117.3949,33.9381
-105.27337157274614,40.47908958218919
-121.9148977916985,37.364406766964215
-111.32064831868544,33.63044773171699
-80.2101,25.784
-85.53839336560218,39.40160373107649
-121.9148977916985,37.364406766964215
-115.2085441729647,32.9434657344235
-112.04825438013205,33.671130278958785
-122.3244,47.6211
-115.2085441729647,32.9434657344235
-73.9662,40.7834
-112.0892,33.5722
-115.2085441729647,32.9434657344235
-97.7522,30.3005
-86.1458,39.7771
-82.35587153405936,27.69716207206815
-97.7522,30.3005
-73.9249,40.6943
-115.2085441729647,32.9434657344235
-74.7370307797675,41.32966234142595
-74.7370307797675,41.32966234142595
-105.08703823858274,39.740403555064695
-84.422,33.7628
-97.60908168146153,30.690748176027867
-115.2085441729647,32.9434657344235
-73.9249,40.6943
-116.57736719439741,34.43523327201132
-87.64999485863895,41.946219226909825
-105.08703823858274,39.740403555064695
-116.57736719439741,34.43523327201132
-74.7370307797675,41.32966234142595
-115.2085441729647,32.9434657344235
-121.848,37.3012
-117.3949,33.9381
-112.44850173978759,33.53446517945938
-103.4587699387554,44.151173482138105
-74.30903167901874,40.35450346218189
-112.0892,33.5722
-112.0892,33.5722
-73.9662,40.7834
-96.7667,32.7935
-76.63411003410451,36.27029856122111
-85.54937556584723,39.21904356412545
-105.08703823858274,39.740403555064695
-112.0892,33.5722
-85.53839336560218,39.40160373107649
-112.0892,33.5722
-74.27830729878987,40.35018363403789
-97.7522,30.3005
-104.81092904273159,39.796169918463825
-122.3244,47.6211
-104.81092904273159,39.796169918463825
-104.8758,39.762
-117.3949,33.9381
-71.67314755341367,44.06174283468282
-97.7522,30.3005
-81.5648369453113,28.513283440584537
-73.8662,40.8501
-112.2800431693851,33.13139710952158
-104.8758,39.762
-73.84961873430511,40.77582663103035
-122.3244,47.6211
-104.8758,39.762
-115.2654,36.2333
-121.848,37.3012
-112.14938011284194,33.58139653839047
-115.2654,36.2333
-122.3244,47.6211
-86.1458,39.7771
-112.0892,33.5722
-114.62587162926384,32.53390656201415
-122.33406932950254,47.76312426919558
-117.3949,33.9381
-117.3949,33.9381
-121.87444671456741,37.86006817474852
-112.13642183066679,33.52088798907069
-80.2101,25.784
-84.50108673067875,33.749920710677415
-112.0892,33.5722
-86.1458,39.7771
-80.2101,25.784
-122.3244,47.6211
-112.0892,33.5722
-85.54937556584723,39.21904356412545
-95.25786843929076,33.4071343530456
-85.53839336560218,39.40160373107649
-105.08703823858274,39.740403555064695
-121.848,37.3012
-122.48320996961365,47.09326744783872
-86.12256135689685,39.82366564665402
-117.3949,33.9381
-74.7370307797675,41.32966234142595
-122.3244,47.6211
-111.93253480686869,33.80728410950176
-116.57736719439741,34.43523327201132
-99.95054362728096,31.224636859116217
-117.3949,33.9381
-86.12256135689685,39.82366564665402
-122.4449,37.7558
-112.2800431693851,33.13139710952158
-87.64999485863895,41.946219226909825
-122.3244,47.6211
-115.2654,36.2333
-117.3949,33.9381
-76.0435,36.7335
-86.34119628525286,39.46586877254305
-122.49865633776619,46.97627434648353
-85.53839336560218,39.40160373107649
-105.00459699005798,39.78396568094019
-122.16336403252133,47.56739025099504
-97.7522,30.3005
-115.2085441729647,32.9434657344235
-117.3949,33.9381
-117.5126862524866,33.9129807264412
-86.34119628525286,39.46586877254305
-105.24441662381585,40.40495413295494
-86.1458,39.7771
-85.53839336560218,39.40160373107649
