,t,p,v,replicate,alpha,error
0,10000,3.0,0.5,0,-1.20438,2.9575
0,10000,3.0,0.525,0,-1.16539,1.6437
0,10000,3.0,0.55,0,-1.13823,1.0963
0,10000,3.0,0.575,0,-1.14773,1.8824
0,10000,3.0,0.6,0,-1.12772,1.5921
0,10000,3.0,0.625,0,-1.12667,1.3701
0,10000,3.0,0.65,0,-1.13024,1.7817
0,10000,3.0,0.675,0,-1.10097,1.3152
0,10000,3.0,0.7,0,-1.11563,1.5174
0,10000,3.0,0.725,0,-1.10494,1.5101
0,10000,3.0,0.75,0,-1.09391,1.1205
0,10000,3.0,0.775,0,-1.09935,1.5469
0,10000,3.0,0.8,0,-1.07497,1.2896
0,10000,3.0,0.825,0,-1.04861,0.9146
0,10000,3.0,0.85,0,-1.03042,0.7547
0,10000,3.0,0.875,0,-1.0398,0.9699
0,10000,3.0,0.9,0,-1.01236,0.4909
0,10000,3.0,0.925,0,-1.0198,0.6014
0,10000,3.0,0.95,0,-1.01083,0.5137
0,10000,3.0,0.975,0,-0.99595,0.412
0,10000,3.0,1.0,0,-1.01017,0.6238
0,10000,3.1,0.5,0,-1.23857,3.7532
0,10000,3.1,0.525,0,-1.18416,2.4577
0,10000,3.1,0.55,0,-1.15935,1.6329
0,10000,3.1,0.575,0,-1.11991,0.8746
0,10000,3.1,0.6,0,-1.15245,2.0092
0,10000,3.1,0.625,0,-1.12184,1.3005
0,10000,3.1,0.65,0,-1.11939,1.2828
0,10000,3.1,0.675,0,-1.11298,1.501
0,10000,3.1,0.7,0,-1.10828,0.9578
0,10000,3.1,0.725,0,-1.11967,1.618
0,10000,3.1,0.75,0,-1.08051,1.3292
0,10000,3.1,0.775,0,-1.0929,1.2091
0,10000,3.1,0.8,0,-1.07418,0.9769
0,10000,3.1,0.825,0,-1.05845,0.643
0,10000,3.1,0.85,0,-1.05259,0.9111
0,10000,3.1,0.875,0,-1.03862,0.6936
0,10000,3.1,0.9,0,-1.02372,0.6622
0,10000,3.1,0.925,0,-1.03271,0.7857
0,10000,3.1,0.95,0,-1.02549,0.7804
0,10000,3.1,0.975,0,-1.03276,0.8694
0,10000,3.1,1.0,0,-1.00745,0.7161
0,10000,3.2,0.5,0,-1.18432,1.7626
0,10000,3.2,0.525,0,-1.18783,1.9287
0,10000,3.2,0.55,0,-1.17092,2.2351
0,10000,3.2,0.575,0,-1.16164,1.7846
0,10000,3.2,0.6,0,-1.13803,1.4443
