,t,p,v,replicate,alpha,error
0,10000,1.5,0.975,0,-0.8894,0.3581
0,10000,1.5,1.0,0,-0.88724,0.3507
0,10000,1.6,0.5,0,-1.09548,1.5235
0,10000,1.6,0.525,0,-1.07532,1.4018
0,10000,1.6,0.55,0,-1.07496,1.5217
0,10000,1.6,0.575,0,-1.04927,1.1642
0,10000,1.6,0.6,0,-1.02062,0.9069
0,10000,1.6,0.625,0,-1.0153,0.8091
0,10000,1.6,0.65,0,-1.02399,1.041
0,10000,1.6,0.675,0,-1.01498,0.9071
0,10000,1.6,0.7,0,-1.00732,0.9023
0,10000,1.6,0.725,0,-0.976,0.666
0,10000,1.6,0.75,0,-0.98376,0.7379
0,10000,1.6,0.775,0,-0.97094,0.6452
0,10000,1.6,0.8,0,-0.95008,0.5521
0,10000,1.6,0.825,0,-0.95512,0.6062
0,10000,1.6,0.85,0,-0.93501,0.5002
0,10000,1.6,0.875,0,-0.9342,0.5095
0,10000,1.6,0.9,0,-0.93265,0.5359
0,10000,1.6,0.925,0,-0.92466,0.4795
0,10000,1.6,0.95,0,-0.9043,0.3602
0,10000,1.6,0.975,0,-0.91492,0.4646
0,10000,1.6,1.0,0,-0.89303,0.3812
0,10000,1.7,0.5,0,-1.10423,1.7131
0,10000,1.7,0.525,0,-1.09211,1.4555
0,10000,1.7,0.55,0,-1.08311,1.5157
0,10000,1.7,0.575,0,-1.06619,1.217
0,10000,1.7,0.6,0,-1.02965,0.8608
0,10000,1.7,0.625,0,-1.03887,0.9848
0,10000,1.7,0.65,0,-1.0425,1.014
0,10000,1.7,0.675,0,-1.02648,1.0358
0,10000,1.7,0.7,0,-1.01751,0.9592
0,10000,1.7,0.725,0,-0.98582,0.7232
0,10000,1.7,0.75,0,-0.97986,0.7008
0,10000,1.7,0.775,0,-0.9892,0.6862
0,10000,1.7,0.8,0,-0.96239,0.5209
0,10000,1.7,0.825,0,-0.95213,0.546
0,10000,1.7,0.85,0,-0.96755,0.6674
0,10000,1.7,0.875,0,-0.93396,0.4632
0,10000,1.7,0.9,0,-0.94362,0.572
0,10000,1.7,0.925,0,-0.93806,0.4988
0,10000,1.7,0.95,0,-0.91966,0.3725
0,10000,1.7,0.975,0,-0.90892,0.392
0,10000,1.7,1.0,0,-0.91128,0.44
0,10000,1.8,0.5,0,-1.10399,1.6728
0,10000,1.8,0.525,0,-1.09668,1.5445
0,10000,1.8,0.55,0,-1.08357,1.319
0,10000,1.8,0.575,0,-1.06651,1.3045
0,10000,1.8,0.6,0,-1.07009,1.2936
0,10000,1.8,0.625,0,-1.06537,1.4611
0,10000,1.8,0.65,0,-1.01072,0.7865
0,10000,1.8,0.675,0,-1.02136,0.8371
0,10000,1.8,0.7,0,-1.01225,0.8247
0,10000,1.8,0.725,0,-1.03356,0.9852
0,10000,1.8,0.75,0,-1.00838,0.8678
0,10000,1.8,0.775,0,-0.98597,0.6957
0,10000,1.8,0.8,0,-0.991,0.7713
0,10000,1.8,0.825,0,-0.96397,0.4843
0,10000,1.8,0.85,0,-0.9553,0.5388
0,10000,1.8,0.875,0,-0.9565,0.5967
0,10000,1.8,0.9,0,-0.93482,0.3923
0,10000,1.8,0.925,0,-0.95093,0.5703
0,10000,1.8,0.95,0,-0.93227,0.433
0,10000,1.8,0.975,0,-0.92338,0.4074
0,10000,1.8,1.0,0,-0.91836,0.4231
0,10000,1.9,0.5,0,-1.13574,2.0724
0,10000,1.9,0.525,0,-1.13881,2.1911
0,10000,1.9,0.55,0,-1.07469,1.4162
0,10000,1.9,0.575,0,-1.0869,1.4295
0,10000,1.9,0.6,0,-1.0602,1.1053
0,10000,1.9,0.625,0,-1.04252,1.0331
0,10000,1.9,0.65,0,-1.04695,1.132
0,10000,1.9,0.675,0,-1.04117,1.0092
0,10000,1.9,0.7,0,-1.04269,1.0738
0,10000,1.9,0.725,0,-1.01371,0.8021
0,10000,1.9,0.75,0,-1.019,0.9896
0,10000,1.9,0.775,0,-1.00472,0.9148
0,10000,1.9,0.8,0,-0.9822,0.6571
0,10000,1.9,0.825,0,-0.98886,0.6784
0,10000,1.9,0.85,0,-0.96169,0.6006
0,10000,1.9,0.875,0,-0.96287,0.5558
0,10000,1.9,0.9,0,-0.95859,0.5841
0,10000,1.9,0.925,0,-0.95574,0.5236
0,10000,1.9,0.95,0,-0.93937,0.4933
0,10000,1.9,0.975,0,-0.92933,0.4373
0,10000,1.9,1.0,0,-0.92663,0.4743
0,10000,2.0,0.5,0,-1.10868,1.3107
0,10000,2.0,0.525,0,-1.11332,1.8236
0,10000,2.0,0.55,0,-1.10182,1.6353
0,10000,2.0,0.575,0,-1.10042,1.6635
0,10000,2.0,0.6,0,-1.09836,1.6652
0,10000,2.0,0.625,0,-1.04248,0.8676
0,10000,2.0,0.65,0,-1.03882,1.0156
0,10000,2.0,0.675,0,-1.02689,0.7873
0,10000,2.0,0.7,0,-1.03846,1.0421
0,10000,2.0,0.725,0,-1.02241,0.9106
0,10000,2.0,0.75,0,-1.0159,0.7446
0,10000,2.0,0.775,0,-1.00699,0.8025
0,10000,2.0,0.8,0,-0.98363,0.6255
0,10000,2.0,0.825,0,-0.99857,0.7454
0,10000,2.0,0.85,0,-0.99191,0.7336
0,10000,2.0,0.875,0,-0.97419,0.6432
0,10000,2.0,0.9,0,-0.95929,0.5621
0,10000,2.0,0.925,0,-0.94318,0.4736
0,10000,2.0,0.95,0,-0.94997,0.5714
0,10000,2.0,0.975,0,-0.95349,0.6031
0,10000,2.0,1.0,0,-0.92215,0.4211
0,10000,1.0,0.5,1,-1.02979,1.2318
0,10000,1.0,0.525,1,-1.00939,1.0365
0,10000,1.0,0.55,1,-0.99269,0.7852
0,10000,1.0,0.575,1,-0.97476,0.7565
0,10000,1.0,0.6,1,-0.97955,0.8591
0,10000,1.0,0.625,1,-0.95477,0.6556
0,10000,1.0,0.65,1,-0.93592,0.5516
0,10000,1.0,0.675,1,-0.9357,0.6218
0,10000,1.0,0.7,1,-0.91546,0.5044
0,10000,1.0,0.725,1,-0.91617,0.4999
0,10000,1.0,0.75,1,-0.90723,0.4417
0,10000,1.0,0.775,1,-0.89129,0.3826
0,10000,1.0,0.8,1,-0.87698,0.3821
0,10000,1.0,0.825,1,-0.87339,0.3572
0,10000,1.0,0.85,1,-0.86912,0.3171
0,10000,1.0,0.875,1,-0.85087,0.2721
0,10000,1.0,0.9,1,-0.83338,0.2365
0,10000,1.0,0.925,1,-0.84137,0.2809
0,10000,1.0,0.95,1,-0.84497,0.2901
0,10000,1.0,0.975,1,-0.8223,0.2312
0,10000,1.0,1.0,1,-0.81963,0.2171
0,10000,1.1,0.5,1,-1.04559,1.3585
0,10000,1.1,0.525,1,-1.01172,0.9434
0,10000,1.1,0.55,1,-0.9961,0.9043
0,10000,1.1,0.575,1,-0.99924,0.9933
0,10000,1.1,0.6,1,-0.97222,0.7721
0,10000,1.1,0.625,1,-0.96691,0.7116
0,10000,1.1,0.65,1,-0.96264,0.6906
0,10000,1.1,0.675,1,-0.95563,0.6807
0,10000,1.1,0.7,1,-0.92226,0.5043
0,10000,1.1,0.725,1,-0.92914,0.5486
0,10000,1.1,0.75,1,-0.92777,0.5515
0,10000,1.1,0.775,1,-0.90057,0.4399
0,10000,1.1,0.8,1,-0.91101,0.4883
0,10000,1.1,0.825,1,-0.87662,0.3643
0,10000,1.1,0.85,1,-0.87897,0.3587
0,10000,1.1,0.875,1,-0.87519,0.3466
0,10000,1.1,0.9,1,-0.8631,0.3454
0,10000,1.1,0.925,1,-0.85451,0.3155
0,10000,1.1,0.95,1,-0.84224,0.2624
0,10000,1.1,0.975,1,-0.84371,0.2886
0,10000,1.1,1.0,1,-0.84159,0.2894
0,10000,1.2,0.5,1,-1.04063,1.2033
0,10000,1.2,0.525,1,-1.02627,1.1492
0,10000,1.2,0.55,1,-1.02081,1.0859
0,10000,1.2,0.575,1,-1.00307,0.9318
0,10000,1.2,0.6,1,-0.9922,0.8731
0,10000,1.2,0.625,1,-0.98883,0.8079
0,10000,1.2,0.65,1,-0.97905,0.7533
0,10000,1.2,0.675,1,-0.96148,0.6673
0,10000,1.2,0.7,1,-0.95865,0.6703
0,10000,1.2,0.725,1,-0.93968,0.5697
0,10000,1.2,0.75,1,-0.93081,0.5326
0,10000,1.2,0.775,1,-0.92327,0.5402
0,10000,1.2,0.8,1,-0.9227,0.5297
0,10000,1.2,0.825,1,-0.90068,0.3612
0,10000,1.2,0.85,1,-0.88977,0.3818
0,10000,1.2,0.875,1,-0.8823,0.3565
0,10000,1.2,0.9,1,-0.87998,0.3408
0,10000,1.2,0.925,1,-0.8788,0.3506
0,10000,1.2,0.95,1,-0.86895,0.3158
0,10000,1.2,0.975,1,-0.8451,0.2255
0,10000,1.2,1.0,1,-0.84764,0.2614
0,10000,1.3,0.5,1,-1.03135,0.868
0,10000,1.3,0.525,1,-1.03842,1.155
0,10000,1.3,0.55,1,-1.04065,1.1705
0,10000,1.3,0.575,1,-1.02398,1.1671
0,10000,1.3,0.6,1,-0.99936,0.8831
0,10000,1.3,0.625,1,-0.99114,0.8377
0,10000,1.3,0.65,1,-0.98165,0.8361
0,10000,1.3,0.675,1,-0.97537,0.7052
0,10000,1.3,0.7,1,-0.94256,0.5325
0,10000,1.3,0.725,1,-0.95318,0.6445
0,10000,1.3,0.75,1,-0.93955,0.5254
0,10000,1.3,0.775,1,-0.93464,0.5286
0,10000,1.3,0.8,1,-0.93401,0.5528
0,10000,1.3,0.825,1,-0.91507,0.4635
0,10000,1.3,0.85,1,-0.90376,0.4101
0,10000,1.3,0.875,1,-0.89657,0.3944
0,10000,1.3,0.9,1,-0.88567,0.3582
0,10000,1.3,0.925,1,-0.89402,0.3903
0,10000,1.3,0.95,1,-0.8647,0.3197
0,10000,1.3,0.975,1,-0.8686,0.3386
0,10000,1.3,1.0,1,-0.87243,0.338
0,10000,1.4,0.5,1,-1.05784,1.2137
0,10000,1.4,0.525,1,-1.04849,1.2708
0,10000,1.4,0.55,1,-1.04038,1.206
0,10000,1.4,0.575,1,-1.03462,1.095
0,10000,1.4,0.6,1,-1.02639,1.0595
0,10000,1.4,0.625,1,-1.00433,0.935
0,10000,1.4,0.65,1,-0.98773,0.7789
0,10000,1.4,0.675,1,-0.98731,0.7989
0,10000,1.4,0.7,1,-0.98186,0.7733
0,10000,1.4,0.725,1,-0.95171,0.5893
0,10000,1.4,0.75,1,-0.96302,0.6472
0,10000,1.4,0.775,1,-0.9434,0.5677
0,10000,1.4,0.8,1,-0.9384,0.5744
0,10000,1.4,0.825,1,-0.93557,0.5575
0,10000,1.4,0.85,1,-0.92516,0.5191
0,10000,1.4,0.875,1,-0.91983,0.4977
0,10000,1.4,0.9,1,-0.90191,0.3519
0,10000,1.4,0.925,1,-0.91528,0.4805
0,10000,1.4,0.95,1,-0.89844,0.3665
0,10000,1.4,0.975,1,-0.88064,0.3495
0,10000,1.4,1.0,1,-0.88396,0.3257
0,10000,1.5,0.5,1,-1.07717,1.3084
0,10000,1.5,0.525,1,-1.06564,1.3656
0,10000,1.5,0.55,1,-1.07529,1.5663
0,10000,1.5,0.575,1,-1.04198,1.0804
0,10000,1.5,0.6,1,-1.01316,0.8168
0,10000,1.5,0.625,1,-1.02367,0.9163
0,10000,1.5,0.65,1,-1.00471,0.8477
0,10000,1.5,0.675,1,-0.9812,0.6912
0,10000,1.5,0.7,1,-0.98602,0.7463
0,10000,1.5,0.725,1,-0.97303,0.5843
0,10000,1.5,0.75,1,-0.96876,0.7235
0,10000,1.5,0.775,1,-0.94111,0.5372
0,10000,1.5,0.8,1,-0.95579,0.5997
0,10000,1.5,0.825,1,-0.94215,0.5311
0,10000,1.5,0.85,1,-0.93459,0.5143
0,10000,1.5,0.875,1,-0.92381,0.4482
0,10000,1.5,0.9,1,-0.92437,0.4893
0,10000,1.5,0.925,1,-0.89759,0.3924
0,10000,1.5,0.95,1,-0.91228,0.4278
0,10000,1.5,0.975,1,-0.88604,0.3518
0,10000,1.5,1.0,1,-0.87597,0.3173
0,10000,1.6,0.5,1,-1.07308,1.4588
0,10000,1.6,0.525,1,-1.10245,1.7964
0,10000,1.6,0.55,1,-1.07859,1.6023
0,10000,1.6,0.575,1,-1.05524,1.1896
0,10000,1.6,0.6,1,-1.05048,1.0434
0,10000,1.6,0.625,1,-1.0224,0.941
0,10000,1.6,0.65,1,-1.01692,1.0033
0,10000,1.6,0.675,1,-0.9824,0.7113
0,10000,1.6,0.7,1,-1.01242,0.848
0,10000,1.6,0.725,1,-0.98463,0.7025
0,10000,1.6,0.75,1,-0.98162,0.7545
0,10000,1.6,0.775,1,-0.96798,0.6438
0,10000,1.6,0.8,1,-0.96569,0.5404
0,10000,1.6,0.825,1,-0.95336,0.5858
0,10000,1.6,0.85,1,-0.93957,0.5072
0,10000,1.6,0.875,1,-0.95287,0.6146
0,10000,1.6,0.9,1,-0.93574,0.4767
0,10000,1.6,0.925,1,-0.90888,0.3975
0,10000,1.6,0.95,1,-0.90927,0.4208
0,10000,1.6,0.975,1,-0.91857,0.4863
0,10000,1.6,1.0,1,-0.88105,0.3073
0,10000,1.7,0.5,1,-1.09772,1.5075
0,10000,1.7,0.525,1,-1.08443,1.5968
0,10000,1.7,0.55,1,-1.06595,1.3069
0,10000,1.7,0.575,1,-1.05723,1.2377
0,10000,1.7,0.6,1,-1.04681,1.0866
0,10000,1.7,0.625,1,-1.05042,1.2199
0,10000,1.7,0.65,1,-1.03635,1.071
0,10000,1.7,0.675,1,-1.02063,0.9441
0,10000,1.7,0.7,1,-1.01433,0.9866
0,10000,1.7,0.725,1,-1.0007,0.7671
0,10000,1.7,0.75,1,-0.98023,0.7041
0,10000,1.7,0.775,1,-0.98498,0.7873
0,10000,1.7,0.8,1,-0.97266,0.6693
0,10000,1.7,0.825,1,-0.96759,0.651
0,10000,1.7,0.85,1,-0.9533,0.6007
0,10000,1.7,0.875,1,-0.94594,0.5489
0,10000,1.7,0.9,1,-0.92846,0.4705
0,10000,1.7,0.925,1,-0.93149,0.5261
0,10000,1.7,0.95,1,-0.92497,0.4325
0,10000,1.7,0.975,1,-0.91989,0.4187
0,10000,1.7,1.0,1,-0.90102,0.3227
0,10000,1.8,0.5,1,-1.10069,1.507
0,10000,1.8,0.525,1,-1.07495,1.2229
0,10000,1.8,0.55,1,-1.0951,1.6224
0,10000,1.8,0.575,1,-1.07597,1.4742
0,10000,1.8,0.6,1,-1.03441,0.8905
0,10000,1.8,0.625,1,-1.03848,0.9973
0,10000,1.8,0.65,1,-1.03227,1.0265
0,10000,1.8,0.675,1,-1.02277,0.969
0,10000,1.8,0.7,1,-1.03221,1.1051
0,10000,1.8,0.725,1,-1.01427,0.9621
0,10000,1.8,0.75,1,-0.99476,0.7973
0,10000,1.8,0.775,1,-0.98454,0.7658
0,10000,1.8,0.8,1,-0.98529,0.6911
0,10000,1.8,0.825,1,-0.96003,0.5026
0,10000,1.8,0.85,1,-0.95126,0.5848
0,10000,1.8,0.875,1,-0.95782,0.6123
0,10000,1.8,0.9,1,-0.93575,0.4976
0,10000,1.8,0.925,1,-0.94643,0.5131
0,10000,1.8,0.95,1,-0.92536,0.3715
0,10000,1.8,0.975,1,-0.92056,0.4614
0,10000,1.8,1.0,1,-0.90396,0.3584
0,10000,1.9,0.5,1,-1.08236,0.5243
0,10000,1.9,0.525,1,-1.11429,1.7159
0,10000,1.9,0.55,1,-1.05797,0.788
0,10000,1.9,0.575,1,-1.07222,1.0666
0,10000,1.9,0.6,1,-1.07715,1.2843
0,10000,1.9,0.625,1,-1.0527,1.108
0,10000,1.9,0.65,1,-1.02865,0.835
0,10000,1.9,0.675,1,-1.02521,1.0198
0,10000,1.9,0.7,1,-1.02283,0.952
0,10000,1.9,0.725,1,-1.01196,0.8537
0,10000,1.9,0.75,1,-1.01153,0.8219
0,10000,1.9,0.775,1,-0.97733,0.4508
0,10000,1.9,0.8,1,-1.00192,0.7424
0,10000,1.9,0.825,1,-0.97827,0.5706
0,10000,1.9,0.85,1,-0.97411,0.6536
0,10000,1.9,0.875,1,-0.96384,0.6241
0,10000,1.9,0.9,1,-0.95852,0.6207
0,10000,1.9,0.925,1,-0.94015,0.4669
0,10000,1.9,0.95,1,-0.95461,0.5651
0,10000,1.9,0.975,1,-0.93277,0.4282
0,10000,1.9,1.0,1,-0.91499,0.368
0,10000,2.0,0.5,1,-1.13334,1.9325
0,10000,2.0,0.525,1,-1.10942,1.637
0,10000,2.0,0.55,1,-1.08866,1.4319
0,10000,2.0,0.575,1,-1.06687,1.0992
0,10000,2.0,0.6,1,-1.07784,1.468
0,10000,2.0,0.625,1,-1.07546,1.4088
0,10000,2.0,0.65,1,-1.0733,1.3421
0,10000,2.0,0.675,1,-1.03042,0.9054
0,10000,2.0,0.7,1,-1.03117,0.8622
0,10000,2.0,0.725,1,-1.03634,0.9954
0,10000,2.0,0.75,1,-0.99492,0.5384
0,10000,2.0,0.775,1,-0.99595,0.7332
0,10000,2.0,0.8,1,-0.98977,0.6672
0,10000,2.0,0.825,1,-1.00712,0.8707
0,10000,2.0,0.85,1,-0.96754,0.5555
0,10000,2.0,0.875,1,-0.9846,0.7505
0,10000,2.0,0.9,1,-0.96204,0.5647
0,10000,2.0,0.925,1,-0.95565,0.4844
0,10000,2.0,0.95,1,-0.94697,0.4877
0,10000,2.0,0.975,1,-0.94216,0.5171
0,10000,2.0,1.0,1,-0.93247,0.4154
0,10000,1.0,0.5,2,-1.03583,1.2753
0,10000,1.0,0.525,2,-1.0116,1.057
0,10000,1.0,0.55,2,-1.00245,0.9698
0,10000,1.0,0.575,2,-0.97313,0.7723
0,10000,1.0,0.6,2,-0.96567,0.7177
0,10000,1.0,0.625,2,-0.93704,0.5719
0,10000,1.0,0.65,2,-0.94368,0.5902
0,10000,1.0,0.675,2,-0.92227,0.5382
0,10000,1.0,0.7,2,-0.92168,0.5024
0,10000,1.0,0.725,2,-0.89761,0.4358
0,10000,1.0,0.75,2,-0.89186,0.4087
0,10000,1.0,0.775,2,-0.88903,0.4383
0,10000,1.0,0.8,2,-0.88254,0.3824
0,10000,1.0,0.825,2,-0.87684,0.359
0,10000,1.0,0.85,2,-0.86423,0.3458
0,10000,1.0,0.875,2,-0.84888,0.2806
0,10000,1.0,0.9,2,-0.8452,0.2674
0,10000,1.0,0.925,2,-0.84797,0.311
0,10000,1.0,0.95,2,-0.83385,0.2462
0,10000,1.0,0.975,2,-0.81894,0.2385
0,10000,1.0,1.0,2,-0.81924,0.2405
0,10000,1.1,0.5,2,-1.03468,1.2327
0,10000,1.1,0.525,2,-0.99248,0.9312
0,10000,1.1,0.55,2,-1.00838,1.0337
0,10000,1.1,0.575,2,-0.9988,0.9406
0,10000,1.1,0.6,2,-0.96978,0.7452
0,10000,1.1,0.625,2,-0.97616,0.8421
0,10000,1.1,0.65,2,-0.94853,0.5351
0,10000,1.1,0.675,2,-0.94346,0.5953
0,10000,1.1,0.7,2,-0.9268,0.5013
0,10000,1.1,0.725,2,-0.92694,0.5469
0,10000,1.1,0.75,2,-0.91336,0.479
0,10000,1.1,0.775,2,-0.89689,0.4467
0,10000,1.1,0.8,2,-0.89109,0.3653
0,10000,1.1,0.825,2,-0.89195,0.3886
0,10000,1.1,0.85,2,-0.88677,0.4043
0,10000,1.1,0.875,2,-0.86572,0.3412
0,10000,1.1,0.9,2,-0.85918,0.3092
0,10000,1.1,0.925,2,-0.85113,0.2947
0,10000,1.1,0.95,2,-0.84419,0.2625
0,10000,1.1,0.975,2,-0.83667,0.2441
0,10000,1.1,1.0,2,-0.83225,0.2322
0,10000,1.2,0.5,2,-1.03022,1.0804
0,10000,1.2,0.525,2,-1.03488,1.1659
0,10000,1.2,0.55,2,-1.00179,0.8431
0,10000,1.2,0.575,2,-1.01139,1.0058
0,10000,1.2,0.6,2,-0.99466,0.9059
0,10000,1.2,0.625,2,-0.99262,0.9052
0,10000,1.2,0.65,2,-0.96472,0.7311
0,10000,1.2,0.675,2,-0.96176,0.674
0,10000,1.2,0.7,2,-0.96262,0.7169
0,10000,1.2,0.725,2,-0.94125,0.5673
0,10000,1.2,0.75,2,-0.9356,0.5546
0,10000,1.2,0.775,2,-0.92191,0.4734
0,10000,1.2,0.8,2,-0.90175,0.4542
0,10000,1.2,0.825,2,-0.90571,0.4673
0,10000,1.2,0.85,2,-0.87916,0.3201
0,10000,1.2,0.875,2,-0.88366,0.377
0,10000,1.2,0.9,2,-0.87357,0.309
0,10000,1.2,0.925,2,-0.87318,0.3244
0,10000,1.2,0.95,2,-0.87531,0.3508
0,10000,1.2,0.975,2,-0.85368,0.2761
0,10000,1.2,1.0,2,-0.85475,0.2943
0,10000,1.3,0.5,2,-1.07026,1.5712
0,10000,1.3,0.525,2,-1.04143,1.1169
0,10000,1.3,0.55,2,-1.05163,1.3774
0,10000,1.3,0.575,2,-1.04007,1.1667
0,10000,1.3,0.6,2,-0.98052,0.6438
0,10000,1.3,0.625,2,-1.00156,0.8451
0,10000,1.3,0.65,2,-1.01146,1.0056
0,10000,1.3,0.675,2,-0.96815,0.676
0,10000,1.3,0.7,2,-0.98118,0.7731
0,10000,1.3,0.725,2,-0.95127,0.5771
0,10000,1.3,0.75,2,-0.93612,0.4638
0,10000,1.3,0.775,2,-0.93151,0.5286
0,10000,1.3,0.8,2,-0.93141,0.5429
0,10000,1.3,0.825,2,-0.93462,0.5714
