Long,Lat
-122.65,45.5371
-118.4068,34.1141
-82.4447,27.9945
-73.7976,40.7498
-90.2451,38.6359
-118.4068,34.1141
-81.337,28.4773
-118.13037901756681,34.4376398428177
-77.0163,38.9047
-118.4068,34.1141
-87.6866,41.8375
-117.1222,32.8313
-118.4068,34.1141
-79.9763,40.4397
-73.9496,40.6501
-76.6144,39.3051
-76.6144,39.3051
-118.4068,34.1141
-118.4068,34.1141
-118.4068,34.1141
-77.0163,38.9047
-94.5541,39.1238
-118.4068,34.1141
-118.4068,34.1141
-122.3244,47.6211
-118.13037901756681,34.4376398428177
-73.9496,40.6501
-118.4068,34.1141
-118.4068,34.1141
-118.4068,34.1141
-81.6805,41.4764
-118.4068,34.1141
-115.2654,36.2333
-73.9496,40.6501
-118.4068,34.1141
-77.54603979204836,39.639523982805365
-96.7667,32.7935
-118.13037901756681,34.4376398428177
-117.19051951628212,48.00671723560214
-121.848,37.3012
-118.4068,34.1141
-81.6805,41.4764
-73.9496,40.6501
-118.4068,34.1141
-118.57884278897653,34.48452502646668
-118.48676629159897,33.97149323463688
-117.19051951628212,48.00671723560214
-94.5541,39.1238
-73.9496,40.6501
-95.3885,29.786
-118.4068,34.1141
-118.4068,34.1141
-73.94007386583655,40.75371220281236
-118.4068,34.1141
-98.5238,29.4632
-122.65,45.5371
-118.4068,34.1141
-73.9496,40.6501
-73.94007386583655,40.75371220281236
-76.6144,39.3051
-77.0163,38.9047
-118.4068,34.1141
-77.0163,38.9047
-118.4068,34.1141
-77.0163,38.9047
-117.1222,32.8313
-118.4068,34.1141
-76.0435,36.7335
-118.4068,34.1141
-94.5541,39.1238
-117.3949,33.9381
-73.94007386583655,40.75371220281236
-77.0163,38.9047
-112.0892,33.5722
-90.2451,38.6359
-118.4068,34.1141
-118.4068,34.1141
-87.6866,41.8375
-118.4068,34.1141
-118.4068,34.1141
-118.24711521921783,34.194915026431154
-112.0892,33.5722
-118.4068,34.1141
-118.13037901756681,34.4376398428177
-118.4068,34.1141
-96.7667,32.7935
-118.20074739450875,34.200712360408986
-118.4068,34.1141
-112.13309340785621,33.47552251470043
-118.4068,34.1141
-81.337,28.4773
-81.25277594916948,28.170250770531947
-118.4068,34.1141
-118.4068,34.1141
-77.10870680718524,38.831866501535394
-118.93585978022287,34.09907895131843
-118.24711521921783,34.194915026431154
-118.4068,34.1141
-73.9496,40.6501
-118.4068,34.1141
-79.99980105414711,40.241232374163516
-118.4068,34.1141
-79.99980105414711,40.241232374163516
-118.13037901756681,34.4376398428177
-94.5541,39.1238
-117.1222,32.8313
-77.0163,38.9047
-79.83056785352223,40.07172752910235
-118.3525757325489,34.14644061070812
-74.49199385883566,41.745425965722234
-77.0163,38.9047
-96.7667,32.7935
-73.9496,40.6501
-121.848,37.3012
-81.6805,41.4764
-76.0435,36.7335
-90.2451,38.6359
-118.17605726473307,34.26570214451537
-76.0435,36.7335
-112.0892,33.5722
-73.9496,40.6501
-118.4068,34.1141
-97.7522,30.3005
-73.94007386583655,40.75371220281236
-74.33902936578421,40.705538895266784
-73.7976,40.7498
-96.7667,32.7935
-118.13037901756681,34.4376398428177
-73.9496,40.6501
-81.25277594916948,28.170250770531947
-74.49199385883566,41.745425965722234
-73.94007386583655,40.75371220281236
-74.33902936578421,40.705538895266784
-117.67397102672756,34.617699236460965
-118.451319898482,34.10123861791344
-112.0892,33.5722
-118.4068,34.1141
-122.3244,47.6211
-81.6805,41.4764
-97.7522,30.3005
-112.0892,33.5722
-118.69564163656253,34.64956954717058
-118.48676629159897,33.97149323463688
-118.4068,34.1141
-87.6866,41.8375
-117.31888956147111,33.60881976184889
-83.1024,42.3834
-73.94007386583655,40.75371220281236
-75.96246932441389,36.66611027398142
-118.4068,34.1141
-81.337,28.4773
-97.7522,30.3005
-77.46268423988346,38.854511745056996
-118.20074739450875,34.200712360408986
-118.4068,34.1141
-118.4068,34.1141
-118.20074739450875,34.200712360408986
-118.4068,34.1141
-73.9496,40.6501
-118.4068,34.1141
-117.1222,32.8313
-77.0163,38.9047
-82.4447,27.9945
-118.4068,34.1141
-90.2451,38.6359
-118.3525757325489,34.14644061070812
-87.6866,41.8375
-117.31888956147111,33.60881976184889
-94.5541,39.1238
-87.6866,41.8375
-118.47416443249693,34.229283126154925
-97.0566921121563,32.97608665720325
