,t,p,v,replicate,alpha,error
0,10000,0.0,0.5,0,-0.65007,0.1205
0,10000,0.0,0.525,0,-0.65168,0.1173
0,10000,0.0,0.55,0,-0.64769,0.1064
0,10000,0.0,0.575,0,-0.64848,0.1061
0,10000,0.0,0.6,0,-0.63418,0.0923
0,10000,0.0,0.625,0,-0.63179,0.0869
0,10000,0.0,0.65,0,-0.62751,0.0809
0,10000,0.0,0.675,0,-0.6162,0.0743
0,10000,0.0,0.7,0,-0.62076,0.0758
0,10000,0.0,0.725,0,-0.60819,0.0665
0,10000,0.0,0.75,0,-0.60049,0.0625
0,10000,0.0,0.775,0,-0.59239,0.0577
0,10000,0.0,0.8,0,-0.59111,0.0532
0,10000,0.0,0.825,0,-0.58697,0.0519
0,10000,0.0,0.85,0,-0.57762,0.0475
0,10000,0.0,0.875,0,-0.57245,0.0452
0,10000,0.0,0.9,0,-0.57098,0.0429
0,10000,0.0,0.925,0,-0.56773,0.0411
0,10000,0.0,0.95,0,-0.56086,0.0396
0,10000,0.0,0.975,0,-0.55822,0.0388
0,10000,0.0,1.0,0,-0.54536,0.0341
0,10000,0.1,0.5,0,-0.7379,0.2022
0,10000,0.1,0.525,0,-0.72759,0.1851
0,10000,0.1,0.55,0,-0.7118,0.1551
0,10000,0.1,0.575,0,-0.7008,0.1461
0,10000,0.1,0.6,0,-0.69865,0.1397
0,10000,0.1,0.625,0,-0.68753,0.1244
0,10000,0.1,0.65,0,-0.67856,0.1142
0,10000,0.1,0.675,0,-0.6678,0.1037
0,10000,0.1,0.7,0,-0.66893,0.1021
0,10000,0.1,0.725,0,-0.6589,0.0928
0,10000,0.1,0.75,0,-0.65945,0.0878
0,10000,0.1,0.775,0,-0.64777,0.0812
0,10000,0.1,0.8,0,-0.63881,0.0727
0,10000,0.1,0.825,0,-0.63344,0.0716
0,10000,0.1,0.85,0,-0.61873,0.065
0,10000,0.1,0.875,0,-0.62083,0.0639
0,10000,0.1,0.9,0,-0.61456,0.0591
0,10000,0.1,0.925,0,-0.61019,0.0562
0,10000,0.1,0.95,0,-0.60725,0.0537
0,10000,0.1,0.975,0,-0.60242,0.0518
0,10000,0.1,1.0,0,-0.59226,0.0477
0,10000,0.2,0.5,0,-0.78371,0.2834
0,10000,0.2,0.525,0,-0.7991,0.2869
0,10000,0.2,0.55,0,-0.7745,0.2425
0,10000,0.2,0.575,0,-0.75645,0.2098
0,10000,0.2,0.6,0,-0.74532,0.1897
0,10000,0.2,0.625,0,-0.73153,0.1598
0,10000,0.2,0.65,0,-0.73588,0.1679
0,10000,0.2,0.675,0,-0.72489,0.1543
0,10000,0.2,0.7,0,-0.71845,0.1435
0,10000,0.2,0.725,0,-0.70947,0.1309
0,10000,0.2,0.75,0,-0.70263,0.1242
0,10000,0.2,0.775,0,-0.68045,0.1079
0,10000,0.2,0.8,0,-0.67094,0.0966
0,10000,0.2,0.825,0,-0.66708,0.0872
0,10000,0.2,0.85,0,-0.6729,0.0908
0,10000,0.2,0.875,0,-0.66229,0.0833
0,10000,0.2,0.9,0,-0.65292,0.0747
0,10000,0.2,0.925,0,-0.64961,0.0744
0,10000,0.2,0.95,0,-0.63544,0.0661
0,10000,0.2,0.975,0,-0.63488,0.067
0,10000,0.2,1.0,0,-0.63753,0.0643
0,10000,0.3,0.5,0,-0.82793,0.3687
0,10000,0.3,0.525,0,-0.81592,0.3247
0,10000,0.3,0.55,0,-0.81626,0.3221
0,10000,0.3,0.575,0,-0.8017,0.2743
0,10000,0.3,0.6,0,-0.79569,0.2555
0,10000,0.3,0.625,0,-0.78675,0.2373
0,10000,0.3,0.65,0,-0.76249,0.2004
0,10000,0.3,0.675,0,-0.76424,0.1975
0,10000,0.3,0.7,0,-0.76179,0.1812
0,10000,0.3,0.725,0,-0.74348,0.1582
0,10000,0.3,0.75,0,-0.73563,0.1548
0,10000,0.3,0.775,0,-0.73655,0.1535
0,10000,0.3,0.8,0,-0.70933,0.1239
0,10000,0.3,0.825,0,-0.71144,0.1206
0,10000,0.3,0.85,0,-0.70376,0.1126
0,10000,0.3,0.875,0,-0.69693,0.1039
0,10000,0.3,0.9,0,-0.68754,0.0987
0,10000,0.3,0.925,0,-0.67703,0.0927
0,10000,0.3,0.95,0,-0.67581,0.086
0,10000,0.3,0.975,0,-0.66834,0.0809
0,10000,0.3,1.0,0,-0.67124,0.0785
0,10000,0.4,0.5,0,-0.86466,0.451
0,10000,0.4,0.525,0,-0.8677,0.4554
0,10000,0.4,0.55,0,-0.84847,0.3804
0,10000,0.4,0.575,0,-0.83599,0.3422
0,10000,0.4,0.6,0,-0.83869,0.3348
0,10000,0.4,0.625,0,-0.8156,0.2793
0,10000,0.4,0.65,0,-0.80326,0.2645
0,10000,0.4,0.675,0,-0.78995,0.2266
0,10000,0.4,0.7,0,-0.78192,0.2151
0,10000,0.4,0.725,0,-0.77903,0.205
0,10000,0.4,0.75,0,-0.76661,0.1726
0,10000,0.4,0.775,0,-0.75847,0.1769
0,10000,0.4,0.8,0,-0.74653,0.16
0,10000,0.4,0.825,0,-0.73645,0.1456
0,10000,0.4,0.85,0,-0.73383,0.1382
0,10000,0.4,0.875,0,-0.72382,0.1296
0,10000,0.4,0.9,0,-0.72323,0.1236
0,10000,0.4,0.925,0,-0.71097,0.1155
0,10000,0.4,0.95,0,-0.71193,0.1139
0,10000,0.4,0.975,0,-0.69957,0.1018
0,10000,0.4,1.0,0,-0.6964,0.0965
0,10000,0.5,0.5,0,-0.90663,0.5537
0,10000,0.5,0.525,0,-0.9041,0.5638
0,10000,0.5,0.55,0,-0.88555,0.497
0,10000,0.5,0.575,0,-0.8621,0.4033
0,10000,0.5,0.6,0,-0.85847,0.3754
0,10000,0.5,0.625,0,-0.83434,0.315
0,10000,0.5,0.65,0,-0.83582,0.3197
0,10000,0.5,0.675,0,-0.82644,0.2976
0,10000,0.5,0.7,0,-0.80875,0.2531
0,10000,0.5,0.725,0,-0.80439,0.2482
0,10000,0.5,0.75,0,-0.79442,0.2177
0,10000,0.5,0.775,0,-0.77643,0.1899
0,10000,0.5,0.8,0,-0.77584,0.1893
0,10000,0.5,0.825,0,-0.76759,0.1772
0,10000,0.5,0.85,0,-0.76169,0.1566
0,10000,0.5,0.875,0,-0.75017,0.1566
0,10000,0.5,0.9,0,-0.73914,0.1315
0,10000,0.5,0.925,0,-0.73604,0.1349
0,10000,0.5,0.95,0,-0.73529,0.1324
0,10000,0.5,0.975,0,-0.72353,0.1193
0,10000,0.5,1.0,0,-0.72124,0.1178
0,10000,0.6,0.5,0,-0.93304,0.6315
0,10000,0.6,0.525,0,-0.90566,0.5275
0,10000,0.6,0.55,0,-0.91199,0.5389
0,10000,0.6,0.575,0,-0.9067,0.553
0,10000,0.6,0.6,0,-0.87995,0.4248
0,10000,0.6,0.625,0,-0.86963,0.427
0,10000,0.6,0.65,0,-0.86822,0.3999
0,10000,0.6,0.675,0,-0.85515,0.363
0,10000,0.6,0.7,0,-0.84687,0.3333
0,10000,0.6,0.725,0,-0.8242,0.2654
0,10000,0.6,0.75,0,-0.81987,0.2677
0,10000,0.6,0.775,0,-0.81267,0.2544
0,10000,0.6,0.8,0,-0.80148,0.2354
0,10000,0.6,0.825,0,-0.80843,0.2282
0,10000,0.6,0.85,0,-0.78426,0.1938
0,10000,0.6,0.875,0,-0.77657,0.1811
0,10000,0.6,0.9,0,-0.77647,0.1775
0,10000,0.6,0.925,0,-0.76826,0.1672
0,10000,0.6,0.95,0,-0.75686,0.1516
0,10000,0.6,0.975,0,-0.75241,0.1494
0,10000,0.6,1.0,0,-0.7454,0.1404
0,10000,0.7,0.5,0,-0.95019,0.7263
0,10000,0.7,0.525,0,-0.95135,0.7436
0,10000,0.7,0.55,0,-0.91585,0.5877
0,10000,0.7,0.575,0,-0.92385,0.5727
0,10000,0.7,0.6,0,-0.90494,0.5019
0,10000,0.7,0.625,0,-0.90355,0.5066
0,10000,0.7,0.65,0,-0.89595,0.4911
0,10000,0.7,0.675,0,-0.86963,0.3877
0,10000,0.7,0.7,0,-0.85753,0.3392
0,10000,0.7,0.725,0,-0.85561,0.3327
0,10000,0.7,0.75,0,-0.84056,0.2957
0,10000,0.7,0.775,0,-0.82272,0.2674
0,10000,0.7,0.8,0,-0.82738,0.2487
0,10000,0.7,0.825,0,-0.8139,0.248
0,10000,0.7,0.85,0,-0.81405,0.2339
0,10000,0.7,0.875,0,-0.79649,0.1983
0,10000,0.7,0.9,0,-0.7899,0.1983
0,10000,0.7,0.925,0,-0.78319,0.169
0,10000,0.7,0.95,0,-0.77239,0.1803
0,10000,0.7,0.975,0,-0.77704,0.179
0,10000,0.7,1.0,0,-0.75655,0.1351
0,10000,0.8,0.5,0,-0.98193,0.8694
0,10000,0.8,0.525,0,-0.96656,0.777
0,10000,0.8,0.55,0,-0.95917,0.7283
0,10000,0.8,0.575,0,-0.92996,0.605
0,10000,0.8,0.6,0,-0.93226,0.6401
0,10000,0.8,0.625,0,-0.91702,0.5608
0,10000,0.8,0.65,0,-0.90428,0.4758
0,10000,0.8,0.675,0,-0.89096,0.4509
0,10000,0.8,0.7,0,-0.87396,0.3746
0,10000,0.8,0.725,0,-0.87703,0.3821
0,10000,0.8,0.75,0,-0.86732,0.3704
0,10000,0.8,0.775,0,-0.85195,0.3116
0,10000,0.8,0.8,0,-0.85644,0.3358
0,10000,0.8,0.825,0,-0.83695,0.3019
0,10000,0.8,0.85,0,-0.82412,0.2585
0,10000,0.8,0.875,0,-0.81844,0.2357
0,10000,0.8,0.9,0,-0.81161,0.2314
0,10000,0.8,0.925,0,-0.80487,0.2142
0,10000,0.8,0.95,0,-0.79515,0.194
0,10000,0.8,0.975,0,-0.78146,0.183
0,10000,0.8,1.0,0,-0.78045,0.177
0,10000,0.9,0.5,0,-0.99414,0.9172
0,10000,0.9,0.525,0,-0.98837,0.8906
0,10000,0.9,0.55,0,-0.97944,0.8148
0,10000,0.9,0.575,0,-0.96378,0.7735
0,10000,0.9,0.6,0,-0.95769,0.6933
0,10000,0.9,0.625,0,-0.93761,0.5985
0,10000,0.9,0.65,0,-0.91605,0.5261
0,10000,0.9,0.675,0,-0.91889,0.5568
0,10000,0.9,0.7,0,-0.90634,0.4775
0,10000,0.9,0.725,0,-0.88648,0.4107
0,10000,0.9,0.75,0,-0.87553,0.3342
0,10000,0.9,0.775,0,-0.87294,0.369
0,10000,0.9,0.8,0,-0.85931,0.3247
0,10000,0.9,0.825,0,-0.85549,0.3093
0,10000,0.9,0.85,0,-0.83887,0.2556
0,10000,0.9,0.875,0,-0.83482,0.2679
0,10000,0.9,0.9,0,-0.82726,0.2449
0,10000,0.9,0.925,0,-0.82885,0.2607
0,10000,0.9,0.95,0,-0.81895,0.2253
0,10000,0.9,0.975,0,-0.79996,0.197
0,10000,0.9,1.0,0,-0.79341,0.1899
0,10000,1.0,0.5,0,-1.01481,1.0376
0,10000,1.0,0.525,0,-0.9922,0.8791
0,10000,1.0,0.55,0,-0.99268,0.955
0,10000,1.0,0.575,0,-0.97767,0.8552
0,10000,1.0,0.6,0,-0.96378,0.6822
0,10000,1.0,0.625,0,-0.95146,0.6522
0,10000,1.0,0.65,0,-0.93266,0.5503
0,10000,1.0,0.675,0,-0.93548,0.5775
0,10000,1.0,0.7,0,-0.92183,0.5184
0,10000,1.0,0.725,0,-0.90843,0.4535
0,10000,1.0,0.75,0,-0.89933,0.4254
0,10000,1.0,0.775,0,-0.89001,0.3869
0,10000,1.0,0.8,0,-0.89035,0.4225
0,10000,1.0,0.825,0,-0.86954,0.3482
0,10000,1.0,0.85,0,-0.86745,0.3581
0,10000,1.0,0.875,0,-0.85137,0.2886
0,10000,1.0,0.9,0,-0.84915,0.2972
0,10000,1.0,0.925,0,-0.84222,0.2673
0,10000,1.0,0.95,0,-0.84173,0.2709
0,10000,1.0,0.975,0,-0.82333,0.2336
0,10000,1.0,1.0,0,-0.82876,0.2596
0,10000,0.0,0.5,1,-0.6683,0.1313
0,10000,0.0,0.525,1,-0.65351,0.1163
0,10000,0.0,0.55,1,-0.6484,0.1087
