,t,p,v,replicate,alpha,error
0,10000,3.5,0.225,0,-1.44027,8.1555
0,10000,3.5,0.25,0,-1.4283,7.4047
0,10000,3.5,0.275,0,-1.41332,9.2834
0,10000,3.5,0.3,0,-1.37022,6.5548
0,10000,3.5,0.325,0,-1.31987,3.8767
0,10000,3.5,0.35,0,-1.34609,6.544
0,10000,3.5,0.375,0,-1.33154,4.8882
0,10000,3.5,0.4,0,-1.23754,1.7123
0,10000,3.5,0.425,0,-1.23589,1.8785
0,10000,3.5,0.45,0,-1.22815,2.3442
0,10000,3.5,0.475,0,-1.18023,1.2386
0,10000,3.5,0.5,0,-1.23602,3.2093
0,10000,3.6,0.0,0,-2.11126,483.2421
0,10000,3.6,0.025,0,-2.41591,389.5305
0,10000,3.6,0.05,0,-2.14849,162.8422
0,10000,3.6,0.075,0,-1.91845,77.944
0,10000,3.6,0.1,0,-1.71037,31.4746
0,10000,3.6,0.125,0,-1.68345,28.2883
0,10000,3.6,0.15,0,-1.67756,26.9358
0,10000,3.6,0.175,0,-1.53259,11.0586
0,10000,3.6,0.2,0,-1.47804,8.5126
0,10000,3.6,0.225,0,-1.44782,6.4587
0,10000,3.6,0.25,0,-1.40971,7.0519
0,10000,3.6,0.275,0,-1.36082,2.539
0,10000,3.6,0.3,0,-1.39365,7.778
0,10000,3.6,0.325,0,-1.35395,6.2571
0,10000,3.6,0.35,0,-1.31684,4.9633
0,10000,3.6,0.375,0,-1.2703,3.1131
0,10000,3.6,0.4,0,-1.22523,1.9215
0,10000,3.6,0.425,0,-1.25187,1.8309
0,10000,3.6,0.45,0,-1.24621,2.3383
0,10000,3.6,0.475,0,-1.2405,2.8838
0,10000,3.6,0.5,0,-1.24563,3.2236
0,10000,3.7,0.0,0,-2.01642,376.449
0,10000,3.7,0.025,0,-2.3699,356.5309
0,10000,3.7,0.05,0,-2.1112,160.4204
0,10000,3.7,0.075,0,-1.90497,67.8587
0,10000,3.7,0.1,0,-1.84697,59.3511
0,10000,3.7,0.125,0,-1.69077,20.4708
0,10000,3.7,0.15,0,-1.59817,12.3634
0,10000,3.7,0.175,0,-1.5925,20.0076
0,10000,3.7,0.2,0,-1.56504,18.1182
0,10000,3.7,0.225,0,-1.49354,13.9364
0,10000,3.7,0.25,0,-1.44401,8.7271
0,10000,3.7,0.275,0,-1.47079,13.6663
0,10000,3.7,0.3,0,-1.42699,8.5475
0,10000,3.7,0.325,0,-1.31205,3.1045
0,10000,3.7,0.35,0,-1.30669,2.926
0,10000,3.7,0.375,0,-1.31142,4.188
0,10000,3.7,0.4,0,-1.29357,3.893
0,10000,3.7,0.425,0,-1.26689,2.7124
0,10000,3.7,0.45,0,-1.24481,3.1059
0,10000,3.7,0.475,0,-1.25014,3.0843
0,10000,3.7,0.5,0,-1.23164,2.5906
0,10000,3.8,0.0,0,-2.1102,457.6867
0,10000,3.8,0.025,0,-2.3333,292.9602
0,10000,3.8,0.05,0,-2.10927,151.4505
0,10000,3.8,0.075,0,-1.91659,69.3249
0,10000,3.8,0.1,0,-1.73762,23.7367
0,10000,3.8,0.125,0,-1.64158,19.4682
0,10000,3.8,0.15,0,-1.66936,23.6375
0,10000,3.8,0.175,0,-1.66773,31.3211
0,10000,3.8,0.2,0,-1.49348,4.0604
0,10000,3.8,0.225,0,-1.51258,12.3841
0,10000,3.8,0.25,0,-1.40969,5.4406
0,10000,3.8,0.275,0,-1.38299,4.1612
0,10000,3.8,0.3,0,-1.33197,3.9997
0,10000,3.8,0.325,0,-1.37059,7.2363
0,10000,3.8,0.35,0,-1.29041,3.7995
0,10000,3.8,0.375,0,-1.31705,5.2753
0,10000,3.8,0.4,0,-1.30484,2.9751
0,10000,3.8,0.425,0,-1.26975,2.9651
0,10000,3.8,0.45,0,-1.19821,1.4991
0,10000,3.8,0.475,0,-1.26272,3.4656
0,10000,3.8,0.5,0,-1.26259,3.1569
0,10000,3.9,0.0,0,-1.92566,362.8213
0,10000,3.9,0.025,0,-2.45423,613.6911
0,10000,3.9,0.05,0,-2.15042,173.4501
0,10000,3.9,0.075,0,-1.92541,60.1207
0,10000,3.9,0.1,0,-1.83232,63.9165
0,10000,3.9,0.125,0,-1.75409,38.4355
0,10000,3.9,0.15,0,-1.60405,18.4184
0,10000,3.9,0.175,0,-1.56581,14.8028
0,10000,3.9,0.2,0,-1.55184,13.1399
0,10000,3.9,0.225,0,-1.491,10.495
0,10000,3.9,0.25,0,-1.4068,4.9272
0,10000,3.9,0.275,0,-1.38544,4.0064
0,10000,3.9,0.3,0,-1.37111,5.1384
0,10000,3.9,0.325,0,-1.37632,6.7962
0,10000,3.9,0.35,0,-1.36581,6.3928
0,10000,3.9,0.375,0,-1.34739,5.6919
0,10000,3.9,0.4,0,-1.26039,3.2087
0,10000,3.9,0.425,0,-1.29762,4.5729
0,10000,3.9,0.45,0,-1.24412,2.8272
0,10000,3.9,0.475,0,-1.27443,3.739
0,10000,3.9,0.5,0,-1.25493,3.3638
0,10000,4.0,0.0,0,-2.27707,649.4247
0,10000,4.0,0.025,0,-2.2049,180.9537
0,10000,4.0,0.05,0,-2.15569,150.6276
0,10000,4.0,0.075,0,-1.95222,84.2191
0,10000,4.0,0.1,0,-1.78414,26.8438
0,10000,4.0,0.125,0,-1.66394,15.5359
0,10000,4.0,0.15,0,-1.70492,25.1165
0,10000,4.0,0.175,0,-1.57803,12.4029
0,10000,4.0,0.2,0,-1.53951,13.8233
0,10000,4.0,0.225,0,-1.48203,10.837
0,10000,4.0,0.25,0,-1.46708,9.4685
0,10000,4.0,0.275,0,-1.42552,7.6271
0,10000,4.0,0.3,0,-1.37491,4.0682
0,10000,4.0,0.325,0,-1.27503,1.1451
0,10000,4.0,0.35,0,-1.35633,6.3205
0,10000,4.0,0.375,0,-1.2805,1.7163
0,10000,4.0,0.4,0,-1.24273,1.5061
0,10000,4.0,0.425,0,-1.18924,1.0075
0,10000,4.0,0.45,0,-1.24357,2.446
0,10000,4.0,0.475,0,-1.23659,2.6956
0,10000,4.0,0.5,0,-1.19903,1.8401
0,10000,3.0,0.0,1,-1.90967,362.3718
0,10000,3.0,0.025,1,-2.39647,498.633
0,10000,3.0,0.05,1,-2.04829,126.88
0,10000,3.0,0.075,1,-1.88073,68.6896
0,10000,3.0,0.1,1,-1.74816,39.796
0,10000,3.0,0.125,1,-1.7305,42.9919
0,10000,3.0,0.15,1,-1.58701,20.1023
0,10000,3.0,0.175,1,-1.50362,11.7133
0,10000,3.0,0.2,1,-1.41547,2.8383
0,10000,3.0,0.225,1,-1.45255,11.2351
0,10000,3.0,0.25,1,-1.38215,6.7603
0,10000,3.0,0.275,1,-1.37674,6.472
0,10000,3.0,0.3,1,-1.35104,6.2948
0,10000,3.0,0.325,1,-1.30455,4.5287
0,10000,3.0,0.35,1,-1.29339,4.076
0,10000,3.0,0.375,1,-1.28558,4.6146
0,10000,3.0,0.4,1,-1.25058,3.3157
0,10000,3.0,0.425,1,-1.24786,3.8782
0,10000,3.0,0.45,1,-1.21867,2.4089
0,10000,3.0,0.475,1,-1.21414,3.155
0,10000,3.0,0.5,1,-1.15805,1.3188
0,10000,3.1,0.0,1,-1.82037,276.711
0,10000,3.1,0.025,1,-2.33151,340.4687
0,10000,3.1,0.05,1,-2.11992,207.8215
0,10000,3.1,0.075,1,-1.86935,50.4891
0,10000,3.1,0.1,1,-1.69949,24.5122
0,10000,3.1,0.125,1,-1.68885,31.8046
0,10000,3.1,0.15,1,-1.56459,14.7656
0,10000,3.1,0.175,1,-1.50922,13.2679
0,10000,3.1,0.2,1,-1.43957,9.2671
0,10000,3.1,0.225,1,-1.46694,12.3413
0,10000,3.1,0.25,1,-1.45088,12.0975
0,10000,3.1,0.275,1,-1.35454,5.5356
0,10000,3.1,0.3,1,-1.38057,7.6686
0,10000,3.1,0.325,1,-1.28434,3.6459
0,10000,3.1,0.35,1,-1.25547,2.7285
0,10000,3.1,0.375,1,-1.29521,4.8138
0,10000,3.1,0.4,1,-1.2104,1.2888
0,10000,3.1,0.425,1,-1.22393,2.7044
0,10000,3.1,0.45,1,-1.20993,2.374
0,10000,3.1,0.475,1,-1.21984,2.7835
0,10000,3.1,0.5,1,-1.19198,2.1697
0,10000,3.2,0.0,1,-1.95284,387.4496
0,10000,3.2,0.025,1,-2.47857,539.1035
0,10000,3.2,0.05,1,-2.04529,127.6234
0,10000,3.2,0.075,1,-1.87482,63.0345
0,10000,3.2,0.1,1,-1.77383,48.4704
0,10000,3.2,0.125,1,-1.63222,21.0165
0,10000,3.2,0.15,1,-1.60591,20.0542
0,10000,3.2,0.175,1,-1.53534,11.9449
0,10000,3.2,0.2,1,-1.49463,6.2922
0,10000,3.2,0.225,1,-1.46218,11.1143
0,10000,3.2,0.25,1,-1.44045,8.0293
0,10000,3.2,0.275,1,-1.32768,3.4063
0,10000,3.2,0.3,1,-1.34715,6.5465
0,10000,3.2,0.325,1,-1.27158,2.2875
0,10000,3.2,0.35,1,-1.29425,3.4437
0,10000,3.2,0.375,1,-1.26113,3.5345
0,10000,3.2,0.4,1,-1.24031,3.0671
0,10000,3.2,0.425,1,-1.21931,2.7716
0,10000,3.2,0.45,1,-1.24241,2.2519
0,10000,3.2,0.475,1,-1.23352,3.0786
0,10000,3.2,0.5,1,-1.17336,1.7541
0,10000,3.3,0.0,1,-1.99551,343.6907
0,10000,3.3,0.025,1,-2.36981,536.5732
0,10000,3.3,0.05,1,-2.10011,148.9927
0,10000,3.3,0.075,1,-1.95856,110.0286
0,10000,3.3,0.1,1,-1.79403,51.0555
0,10000,3.3,0.125,1,-1.6763,31.8027
0,10000,3.3,0.15,1,-1.65471,27.1368
0,10000,3.3,0.175,1,-1.47251,7.287
0,10000,3.3,0.2,1,-1.46042,9.0456
0,10000,3.3,0.225,1,-1.40863,2.3387
0,10000,3.3,0.25,1,-1.47086,11.6614
0,10000,3.3,0.275,1,-1.41058,8.1379
0,10000,3.3,0.3,1,-1.33667,5.1276
0,10000,3.3,0.325,1,-1.33501,4.3492
0,10000,3.3,0.35,1,-1.2918,3.4598
0,10000,3.3,0.375,1,-1.28513,5.0102
0,10000,3.3,0.4,1,-1.27167,2.7021
0,10000,3.3,0.425,1,-1.22434,2.2508
0,10000,3.3,0.45,1,-1.21916,3.0163
0,10000,3.3,0.475,1,-1.21622,2.2237
0,10000,3.3,0.5,1,-1.17055,1.4692
0,10000,3.4,0.0,1,-1.96343,314.0969
0,10000,3.4,0.025,1,-2.45228,468.9254
0,10000,3.4,0.05,1,-2.1014,154.4281
0,10000,3.4,0.075,1,-2.00734,126.5775
0,10000,3.4,0.1,1,-1.73052,35.7019
0,10000,3.4,0.125,1,-1.66333,28.7205
0,10000,3.4,0.15,1,-1.58417,16.6592
0,10000,3.4,0.175,1,-1.56691,16.3797
0,10000,3.4,0.2,1,-1.51177,11.0943
0,10000,3.4,0.225,1,-1.51327,13.8073
0,10000,3.4,0.25,1,-1.44372,8.7447
0,10000,3.4,0.275,1,-1.4058,8.4255
0,10000,3.4,0.3,1,-1.36348,5.5044
0,10000,3.4,0.325,1,-1.2939,3.5115
0,10000,3.4,0.35,1,-1.31854,4.6651
0,10000,3.4,0.375,1,-1.30688,4.1607
0,10000,3.4,0.4,1,-1.24033,2.8891
0,10000,3.4,0.425,1,-1.23715,2.3607
0,10000,3.4,0.45,1,-1.27774,4.486
0,10000,3.4,0.475,1,-1.20958,2.4579
0,10000,3.4,0.5,1,-1.26215,4.3728
0,10000,3.5,0.0,1,-1.5753,170.9922
0,10000,3.5,0.025,1,-2.36473,377.338
0,10000,3.5,0.05,1,-2.11093,129.6728
0,10000,3.5,0.075,1,-1.90604,45.9
0,10000,3.5,0.1,1,-1.8205,47.582
0,10000,3.5,0.125,1,-1.62759,17.7085
0,10000,3.5,0.15,1,-1.61394,26.1179
0,10000,3.5,0.175,1,-1.50189,10.5152
0,10000,3.5,0.2,1,-1.54939,18.9202
0,10000,3.5,0.225,1,-1.52133,14.5797
0,10000,3.5,0.25,1,-1.40256,6.3819
0,10000,3.5,0.275,1,-1.37526,5.6631
0,10000,3.5,0.3,1,-1.37723,5.6489
0,10000,3.5,0.325,1,-1.36531,6.7017
0,10000,3.5,0.35,1,-1.25815,1.2642
0,10000,3.5,0.375,1,-1.23595,1.5556
0,10000,3.5,0.4,1,-1.3117,4.7592
0,10000,3.5,0.425,1,-1.25109,2.1551
0,10000,3.5,0.45,1,-1.25225,3.5011
0,10000,3.5,0.475,1,-1.21877,2.5716
0,10000,3.5,0.5,1,-1.19151,2.0467
0,10000,3.6,0.0,1,-2.02848,471.8764
0,10000,3.6,0.025,1,-2.33803,348.5259
0,10000,3.6,0.05,1,-2.09235,162.2732
0,10000,3.6,0.075,1,-2.00379,95.0776
0,10000,3.6,0.1,1,-1.8091,51.5666
0,10000,3.6,0.125,1,-1.75395,39.1443
0,10000,3.6,0.15,1,-1.59386,17.3544
0,10000,3.6,0.175,1,-1.63096,29.4201
0,10000,3.6,0.2,1,-1.51763,14.3371
0,10000,3.6,0.225,1,-1.46527,5.3627
0,10000,3.6,0.25,1,-1.37441,4.5351
0,10000,3.6,0.275,1,-1.43456,9.6693
0,10000,3.6,0.3,1,-1.427,11.156
0,10000,3.6,0.325,1,-1.31612,2.2048
0,10000,3.6,0.35,1,-1.30209,3.9205
0,10000,3.6,0.375,1,-1.2854,3.562
0,10000,3.6,0.4,1,-1.25682,2.5796
0,10000,3.6,0.425,1,-1.26336,3.2393
0,10000,3.6,0.45,1,-1.21545,1.5897
0,10000,3.6,0.475,1,-1.2459,3.1531
0,10000,3.6,0.5,1,-1.16087,0.3116
0,10000,3.7,0.0,1,-1.78655,225.5172
0,10000,3.7,0.025,1,-2.40195,357.8737
0,10000,3.7,0.05,1,-2.16962,210.0094
0,10000,3.7,0.075,1,-1.96539,78.396
0,10000,3.7,0.1,1,-1.83745,62.798
0,10000,3.7,0.125,1,-1.71647,29.2962
0,10000,3.7,0.15,1,-1.55463,7.4699
0,10000,3.7,0.175,1,-1.59667,20.4065
0,10000,3.7,0.2,1,-1.46542,6.9477
0,10000,3.7,0.225,1,-1.41646,5.577
0,10000,3.7,0.25,1,-1.4344,8.4264
0,10000,3.7,0.275,1,-1.36486,3.7846
0,10000,3.7,0.3,1,-1.42634,8.262
0,10000,3.7,0.325,1,-1.29055,1.3195
0,10000,3.7,0.35,1,-1.33402,4.2104
0,10000,3.7,0.375,1,-1.24679,1.4357
0,10000,3.7,0.4,1,-1.22935,0.7535
0,10000,3.7,0.425,1,-1.2765,3.6282
0,10000,3.7,0.45,1,-1.29954,5.0361
0,10000,3.7,0.475,1,-1.24675,3.6146
0,10000,3.7,0.5,1,-1.22223,1.8533
0,10000,3.8,0.0,1,-2.43965,498.3636
0,10000,3.8,0.025,1,-2.34609,237.1039
0,10000,3.8,0.05,1,-2.19886,162.0147
0,10000,3.8,0.075,1,-1.92788,81.9713
0,10000,3.8,0.1,1,-1.74081,32.2427
0,10000,3.8,0.125,1,-1.68225,27.6285
0,10000,3.8,0.15,1,-1.64222,25.7477
0,10000,3.8,0.175,1,-1.55888,12.4623
0,10000,3.8,0.2,1,-1.49524,7.2078
0,10000,3.8,0.225,1,-1.51442,13.8078
0,10000,3.8,0.25,1,-1.38712,2.7051
0,10000,3.8,0.275,1,-1.34898,4.5992
0,10000,3.8,0.3,1,-1.38076,4.9143
0,10000,3.8,0.325,1,-1.36144,5.1696
0,10000,3.8,0.35,1,-1.34308,5.5806
0,10000,3.8,0.375,1,-1.32625,5.3069
0,10000,3.8,0.4,1,-1.27589,2.8896
0,10000,3.8,0.425,1,-1.2232,1.8334
0,10000,3.8,0.45,1,-1.23575,2.5513
0,10000,3.8,0.475,1,-1.27043,3.7622
0,10000,3.8,0.5,1,-1.23136,2.4187
0,10000,3.9,0.0,1,-1.96164,315.6229
0,10000,3.9,0.025,1,-2.32035,257.2892
0,10000,3.9,0.05,1,-2.15858,160.1611
0,10000,3.9,0.075,1,-1.98275,113.938
0,10000,3.9,0.1,1,-1.84346,58.7603
0,10000,3.9,0.125,1,-1.71529,35.3907
0,10000,3.9,0.15,1,-1.67465,27.0848
0,10000,3.9,0.175,1,-1.48899,4.958
0,10000,3.9,0.2,1,-1.53432,14.0577
0,10000,3.9,0.225,1,-1.45995,8.3772
0,10000,3.9,0.25,1,-1.37025,2.8057
0,10000,3.9,0.275,1,-1.40931,6.5908
0,10000,3.9,0.3,1,-1.37739,6.1608
0,10000,3.9,0.325,1,-1.33866,5.1997
0,10000,3.9,0.35,1,-1.26801,1.688
0,10000,3.9,0.375,1,-1.30479,4.3253
0,10000,3.9,0.4,1,-1.25911,2.7139
0,10000,3.9,0.425,1,-1.30429,4.9411
0,10000,3.9,0.45,1,-1.25903,2.5852
0,10000,3.9,0.475,1,-1.23116,2.2493
0,10000,3.9,0.5,1,-1.20343,2.2335
0,10000,4.0,0.0,1,-2.57327,907.464
0,10000,4.0,0.025,1,-2.52345,634.651
0,10000,4.0,0.05,1,-2.18966,217.5886
0,10000,4.0,0.075,1,-1.93157,54.5565
0,10000,4.0,0.1,1,-1.7051,28.7171
0,10000,4.0,0.125,1,-1.61279,12.6162
0,10000,4.0,0.15,1,-1.58409,12.0929
0,10000,4.0,0.175,1,-1.54759,14.9313
0,10000,4.0,0.2,1,-1.51118,11.0844
0,10000,4.0,0.225,1,-1.56076,19.8196
0,10000,4.0,0.25,1,-1.49183,12.9753
0,10000,4.0,0.275,1,-1.38262,5.6999
0,10000,4.0,0.3,1,-1.33462,3.5042
0,10000,4.0,0.325,1,-1.35651,6.4146
0,10000,4.0,0.35,1,-1.33917,4.23
0,10000,4.0,0.375,1,-1.30354,2.9952
0,10000,4.0,0.4,1,-1.28222,3.1475
0,10000,4.0,0.425,1,-1.28841,3.7962
0,10000,4.0,0.45,1,-1.24849,0.9024
0,10000,4.0,0.475,1,-1.23521,2.1415
0,10000,4.0,0.5,1,-1.25132,3.377
0,10000,3.0,0.0,2,-2.20908,567.7712
0,10000,3.0,0.025,2,-2.4415,455.2025
0,10000,3.0,0.05,2,-1.95566,89.504
0,10000,3.0,0.075,2,-1.89255,64.7138
0,10000,3.0,0.1,2,-1.78335,41.3344
0,10000,3.0,0.125,2,-1.67497,31.0667
0,10000,3.0,0.15,2,-1.57986,19.0027
0,10000,3.0,0.175,2,-1.57197,19.5637
0,10000,3.0,0.2,2,-1.44147,7.5473
0,10000,3.0,0.225,2,-1.40868,7.0938
0,10000,3.0,0.25,2,-1.41053,7.8121
0,10000,3.0,0.275,2,-1.31704,3.2419
0,10000,3.0,0.3,2,-1.35686,6.677
0,10000,3.0,0.325,2,-1.28934,3.8382
0,10000,3.0,0.35,2,-1.24823,2.5266
0,10000,3.0,0.375,2,-1.23785,2.6091
0,10000,3.0,0.4,2,-1.24539,3.1705
0,10000,3.0,0.425,2,-1.208,2.1294
0,10000,3.0,0.45,2,-1.22081,2.7083
0,10000,3.0,0.475,2,-1.15829,0.9359
0,10000,3.0,0.5,2,-1.18758,2.3084
0,10000,3.1,0.0,2,-2.25778,577.4663
0,10000,3.1,0.025,2,-2.34732,424.5712
0,10000,3.1,0.05,2,-2.11376,205.6966
0,10000,3.1,0.075,2,-1.84261,58.4342
0,10000,3.1,0.1,2,-1.66809,26.9002
0,10000,3.1,0.125,2,-1.58935,14.9039
0,10000,3.1,0.15,2,-1.58536,18.6447
0,10000,3.1,0.175,2,-1.46365,7.0452
0,10000,3.1,0.2,2,-1.49778,13.0307
0,10000,3.1,0.225,2,-1.36777,4.1245
0,10000,3.1,0.25,2,-1.41011,8.9851
0,10000,3.1,0.275,2,-1.43706,11.2624
0,10000,3.1,0.3,2,-1.35838,6.8225
0,10000,3.1,0.325,2,-1.31421,4.5952
0,10000,3.1,0.35,2,-1.26884,3.2844
0,10000,3.1,0.375,2,-1.27394,4.4513
0,10000,3.1,0.4,2,-1.24843,2.7668
0,10000,3.1,0.425,2,-1.21561,2.28
0,10000,3.1,0.45,2,-1.24441,3.5693
0,10000,3.1,0.475,2,-1.23619,3.0075
0,10000,3.1,0.5,2,-1.19603,2.1555
0,10000,3.2,0.0,2,-2.08132,488.2876
0,10000,3.2,0.025,2,-2.43015,618.6248
0,10000,3.2,0.05,2,-1.99265,101.8454
0,10000,3.2,0.075,2,-1.90403,70.3617
0,10000,3.2,0.1,2,-1.80956,55.952
0,10000,3.2,0.125,2,-1.60684,17.4973
0,10000,3.2,0.15,2,-1.55379,7.967
0,10000,3.2,0.175,2,-1.54284,15.4247
0,10000,3.2,0.2,2,-1.49844,12.9315
0,10000,3.2,0.225,2,-1.44087,9.1061
0,10000,3.2,0.25,2,-1.39624,6.4755
0,10000,3.2,0.275,2,-1.33347,4.3285
0,10000,3.2,0.3,2,-1.33905,5.1321
0,10000,3.2,0.325,2,-1.31311,3.9953
0,10000,3.2,0.35,2,-1.29911,4.4647
0,10000,3.2,0.375,2,-1.32863,6.3113
0,10000,3.2,0.4,2,-1.23611,2.4511
0,10000,3.2,0.425,2,-1.22421,1.5957
0,10000,3.2,0.45,2,-1.19364,1.2976
0,10000,3.2,0.475,2,-1.21995,2.6388
0,10000,3.2,0.5,2,-1.17478,1.3951
0,10000,3.3,0.0,2,-2.06242,420.5278
0,10000,3.3,0.025,2,-2.43342,552.0637
0,10000,3.3,0.05,2,-1.94431,77.309
0,10000,3.3,0.075,2,-1.97737,99.9562
0,10000,3.3,0.1,2,-1.73065,27.6337
0,10000,3.3,0.125,2,-1.50592,4.4509
0,10000,3.3,0.15,2,-1.57844,16.0857
0,10000,3.3,0.175,2,-1.56726,16.8034
0,10000,3.3,0.2,2,-1.47183,10.4036
0,10000,3.3,0.225,2,-1.44724,8.737
0,10000,3.3,0.25,2,-1.41601,7.1736
0,10000,3.3,0.275,2,-1.3924,7.3557
0,10000,3.3,0.3,2,-1.35942,5.2915
0,10000,3.3,0.325,2,-1.30322,3.8143
