,t,p,v,replicate,alpha,error
0,10000,0.0,0.0,0,-0.07069,1.1644
0,10000,0.0,0.025,0,-0.79777,5.5609
0,10000,0.0,0.05,0,-0.76565,2.5055
0,10000,0.0,0.075,0,-0.86852,2.4632
0,10000,0.0,0.1,0,-0.79622,1.3381
0,10000,0.0,0.125,0,-0.75967,0.8912
0,10000,0.0,0.15,0,-0.76475,0.7899
0,10000,0.0,0.175,0,-0.77015,0.6449
0,10000,0.0,0.2,0,-0.76895,0.5726
0,10000,0.0,0.225,0,-0.76361,0.4994
0,10000,0.0,0.25,0,-0.75655,0.4267
0,10000,0.0,0.275,0,-0.7306,0.3351
0,10000,0.0,0.3,0,-0.70875,0.2749
0,10000,0.0,0.325,0,-0.73971,0.3017
0,10000,0.0,0.35,0,-0.7082,0.2332
0,10000,0.0,0.375,0,-0.69279,0.2014
0,10000,0.0,0.4,0,-0.68447,0.1772
0,10000,0.0,0.425,0,-0.68848,0.1764
0,10000,0.0,0.45,0,-0.66808,0.1469
0,10000,0.0,0.475,0,-0.66973,0.1411
0,10000,0.0,0.5,0,-0.67631,0.1394
0,10000,0.1,0.0,0,-0.3389,4.4807
0,10000,0.1,0.025,0,-1.41131,41.5762
0,10000,0.1,0.05,0,-1.30014,18.6185
0,10000,0.1,0.075,0,-1.14338,7.4814
0,10000,0.1,0.1,0,-1.08934,4.9402
0,10000,0.1,0.125,0,-1.03236,3.1686
0,10000,0.1,0.15,0,-1.01566,2.4601
0,10000,0.1,0.175,0,-0.95546,1.6499
0,10000,0.1,0.2,0,-0.92034,1.2463
0,10000,0.1,0.225,0,-0.92052,1.1276
0,10000,0.1,0.25,0,-0.89382,0.8779
0,10000,0.1,0.275,0,-0.87425,0.7444
0,10000,0.1,0.3,0,-0.8405,0.5484
0,10000,0.1,0.325,0,-0.82174,0.4817
0,10000,0.1,0.35,0,-0.81566,0.4274
0,10000,0.1,0.375,0,-0.80137,0.3675
0,10000,0.1,0.4,0,-0.7848,0.3232
0,10000,0.1,0.425,0,-0.77659,0.3015
0,10000,0.1,0.45,0,-0.7628,0.2598
0,10000,0.1,0.475,0,-0.75632,0.2424
0,10000,0.1,0.5,0,-0.74028,0.208
0,10000,0.2,0.0,0,-0.52501,9.7878
0,10000,0.2,0.025,0,-1.69293,90.2316
0,10000,0.2,0.05,0,-1.41248,24.5907
0,10000,0.2,0.075,0,-1.33861,16.4747
0,10000,0.2,0.1,0,-1.21911,8.2462
0,10000,0.2,0.125,0,-1.21131,7.0211
0,10000,0.2,0.15,0,-1.14191,4.524
0,10000,0.2,0.175,0,-1.05531,2.6655
0,10000,0.2,0.2,0,-1.02602,2.0896
0,10000,0.2,0.225,0,-0.98523,1.5196
0,10000,0.2,0.25,0,-0.97532,1.3679
0,10000,0.2,0.275,0,-0.94839,1.1132
0,10000,0.2,0.3,0,-0.91316,0.8204
0,10000,0.2,0.325,0,-0.89909,0.7224
0,10000,0.2,0.35,0,-0.88365,0.6265
0,10000,0.2,0.375,0,-0.88079,0.6073
0,10000,0.2,0.4,0,-0.85079,0.4783
0,10000,0.2,0.425,0,-0.84201,0.4331
0,10000,0.2,0.45,0,-0.81968,0.3611
0,10000,0.2,0.475,0,-0.80395,0.3212
0,10000,0.2,0.5,0,-0.789,0.2809
0,10000,0.3,0.0,0,-0.56762,16.0866
0,10000,0.3,0.025,0,-1.84975,142.9431
0,10000,0.3,0.05,0,-1.51063,34.8072
0,10000,0.3,0.075,0,-1.40861,20.8786
0,10000,0.3,0.1,0,-1.29591,11.6987
0,10000,0.3,0.125,0,-1.25962,8.7679
0,10000,0.3,0.15,0,-1.1582,4.9601
0,10000,0.3,0.175,0,-1.1248,3.5377
0,10000,0.3,0.2,0,-1.10334,3.0791
0,10000,0.3,0.225,0,-1.0564,2.213
0,10000,0.3,0.25,0,-1.03731,1.8733
0,10000,0.3,0.275,0,-0.98185,1.3673
0,10000,0.3,0.3,0,-0.98492,1.2435
0,10000,0.3,0.325,0,-0.95641,1.0258
0,10000,0.3,0.35,0,-0.92371,0.7863
0,10000,0.3,0.375,0,-0.9147,0.7448
0,10000,0.3,0.4,0,-0.90751,0.6747
0,10000,0.3,0.425,0,-0.87342,0.5273
0,10000,0.3,0.45,0,-0.86135,0.4585
0,10000,0.3,0.475,0,-0.85278,0.4362
0,10000,0.3,0.5,0,-0.84442,0.4046
0,10000,0.4,0.0,0,-0.7497,27.3112
0,10000,0.4,0.025,0,-1.81389,135.2159
0,10000,0.4,0.05,0,-1.6184,54.3504
0,10000,0.4,0.075,0,-1.47113,25.2389
0,10000,0.4,0.1,0,-1.37331,14.153
0,10000,0.4,0.125,0,-1.27763,8.1722
0,10000,0.4,0.15,0,-1.23519,6.3685
0,10000,0.4,0.175,0,-1.18116,4.4927
0,10000,0.4,0.2,0,-1.16012,4.0422
0,10000,0.4,0.225,0,-1.10536,2.7633
0,10000,0.4,0.25,0,-1.08059,2.3605
0,10000,0.4,0.275,0,-1.04769,1.8192
0,10000,0.4,0.3,0,-1.0222,1.5003
0,10000,0.4,0.325,0,-0.99149,1.1843
0,10000,0.4,0.35,0,-0.97861,1.1492
0,10000,0.4,0.375,0,-0.95947,0.9332
0,10000,0.4,0.4,0,-0.93705,0.773
0,10000,0.4,0.425,0,-0.92778,0.7247
0,10000,0.4,0.45,0,-0.91759,0.6654
0,10000,0.4,0.475,0,-0.89621,0.5696
0,10000,0.4,0.5,0,-0.88329,0.4916
0,10000,0.5,0.0,0,-0.75531,24.8321
0,10000,0.5,0.025,0,-1.88406,160.5471
0,10000,0.5,0.05,0,-1.65341,51.4367
0,10000,0.5,0.075,0,-1.44715,21.3713
0,10000,0.5,0.1,0,-1.40228,16.1783
0,10000,0.5,0.125,0,-1.34185,11.7564
0,10000,0.5,0.15,0,-1.3068,9.1827
0,10000,0.5,0.175,0,-1.20691,5.114
0,10000,0.5,0.2,0,-1.2112,5.1411
0,10000,0.5,0.225,0,-1.14553,3.4539
0,10000,0.5,0.25,0,-1.11609,2.8211
0,10000,0.5,0.275,0,-1.07961,2.1923
0,10000,0.5,0.3,0,-1.06083,1.8152
0,10000,0.5,0.325,0,-1.03345,1.5618
0,10000,0.5,0.35,0,-1.02406,1.4016
0,10000,0.5,0.375,0,-0.99831,1.193
0,10000,0.5,0.4,0,-0.96408,0.9398
0,10000,0.5,0.425,0,-0.94039,0.7255
0,10000,0.5,0.45,0,-0.95096,0.8296
0,10000,0.5,0.475,0,-0.91696,0.6369
0,10000,0.5,0.5,0,-0.90576,0.5718
0,10000,0.6,0.0,0,-0.72669,24.0905
0,10000,0.6,0.025,0,-1.86185,137.4611
0,10000,0.6,0.05,0,-1.68714,64.5052
0,10000,0.6,0.075,0,-1.56171,34.7709
0,10000,0.6,0.1,0,-1.46649,22.2461
0,10000,0.6,0.125,0,-1.33804,10.2246
0,10000,0.6,0.15,0,-1.34376,10.8529
0,10000,0.6,0.175,0,-1.26992,6.8996
0,10000,0.6,0.2,0,-1.24876,5.8028
0,10000,0.6,0.225,0,-1.15733,3.203
0,10000,0.6,0.25,0,-1.15775,3.3897
0,10000,0.6,0.275,0,-1.09912,2.3669
0,10000,0.6,0.3,0,-1.08046,2.0475
0,10000,0.6,0.325,0,-1.05689,1.7014
0,10000,0.6,0.35,0,-1.05224,1.6768
0,10000,0.6,0.375,0,-1.00617,1.1847
0,10000,0.6,0.4,0,-0.99275,1.0955
0,10000,0.6,0.425,0,-0.9904,1.0354
0,10000,0.6,0.45,0,-0.97121,0.9028
0,10000,0.6,0.475,0,-0.94999,0.7839
0,10000,0.6,0.5,0,-0.9417,0.7402
0,10000,0.7,0.0,0,-0.99106,46.0876
0,10000,0.7,0.025,0,-1.97721,209.302
0,10000,0.7,0.05,0,-1.72842,65.7067
0,10000,0.7,0.075,0,-1.5386,27.4558
0,10000,0.7,0.1,0,-1.42338,15.4899
0,10000,0.7,0.125,0,-1.37047,12.0514
0,10000,0.7,0.15,0,-1.32536,9.1813
0,10000,0.7,0.175,0,-1.27985,6.8742
0,10000,0.7,0.2,0,-1.23873,5.8845
0,10000,0.7,0.225,0,-1.16528,3.3861
0,10000,0.7,0.25,0,-1.15385,3.166
0,10000,0.7,0.275,0,-1.14564,3.1131
0,10000,0.7,0.3,0,-1.13341,2.7237
0,10000,0.7,0.325,0,-1.09438,2.1584
0,10000,0.7,0.35,0,-1.03929,1.4347
0,10000,0.7,0.375,0,-1.05562,1.6022
0,10000,0.7,0.4,0,-1.0352,1.385
0,10000,0.7,0.425,0,-1.01199,1.1486
0,10000,0.7,0.45,0,-0.98784,0.9421
0,10000,0.7,0.475,0,-0.98372,0.9391
0,10000,0.7,0.5,0,-0.95959,0.7911
