,t,p,v,replicate,Omega,D
0,1,3,0.9997000449955004,13,1.0,1
0,2,3,0.9994001799640054,13,0.9090909090909091,2
0,3,3,0.9991004048785274,13,0.8333333333333334,3
0,4,3,0.9988007197120864,13,0.7692307692307693,4
0,5,3,0.9985011244377109,13,0.7142857142857143,5
0,6,3,0.9982016190284373,13,0.6666666666666666,5
0,7,3,0.99790220345731,13,0.640625,6
0,8,3,0.9976028776973818,13,0.6029411764705882,7
0,9,3,0.9973036417217132,13,0.5694444444444444,8
0,11,3,0.9967054390154381,13,0.525,9
0,12,3,0.9964064722309933,13,0.5,10
0,13,3,0.9961075951231319,13,0.4772727272727273,10
0,15,3,0.9955101098295706,13,0.4479166666666667,12
0,17,3,0.9949129829196596,13,0.41346153846153844,13
0,19,3,0.9943162141784333,13,0.4017857142857143,13
0,21,3,0.9937198033910547,13,0.39166666666666666,13
0,23,3,0.9931237503428162,13,0.375,14
0,26,3,0.9922303410619892,13,0.35714285714285715,15
0,29,3,0.9913377354877926,13,0.34868421052631576,15
0,33,3,0.9901488436829572,13,0.3333333333333333,17
0,36,3,0.9892581106136482,13,0.32222222222222224,18
0,41,3,0.9877753358068531,13,0.295,21
0,45,3,0.9865907163177327,13,0.2916666666666667,22
0,51,3,0.9848164503467863,13,0.275,24
0,57,3,0.9830453751820007,13,0.2623574144486692,26
0,63,3,0.9812774850850906,13,0.25874125874125875,26
0,70,3,0.9792189645694596,13,0.2523961661341853,27
0,79,3,0.9765786394080872,13,0.24641833810888253,29
0,88,3,0.9739454335093212,13,0.24155844155844156,31
0,98,3,0.9710279755837746,13,0.2293144208037825,35
0,109,3,0.9678288647004981,13,0.22532188841201717,38
0,122,3,0.9640616829075641,13,0.2205029013539652,40
0,136,3,0.9600211149716509,13,0.2164048865619546,44
0,152,3,0.955424055389136,13,0.21350078492935637,48
0,170,3,0.950278670532427,13,0.21468926553672316,49
0,189,3,0.9448774900983175,13,0.21173469387755103,55
0,211,3,0.9386618328952578,13,0.20276497695852536,62
0,236,3,0.9316482031364975,13,0.19855222337125128,70
0,263,3,0.924132333057885,13,0.19327731092436976,78
0,293,3,0.915852457389955,13,0.191757779646762,85
0,327,3,0.9065582433966389,13,0.19213313161875945,91
0,365,3,0.896282164362109,13,0.19251700680272107,96
0,407,3,0.8850598580913712,13,0.19033047735618114,105
0,454,3,0.8726680814179105,13,0.19296316657504123,109
0,507,3,0.8589023862078476,13,0.18722139673105498,123
0,566,3,0.8438335664341242,13,0.1846085409252669,138
0,631,3,0.8275382079893933,13,0.1824,155
0,704,3,0.8096121282623018,13,0.1833213515456506,163
0,785,3,0.7901756630088093,13,0.18064098413726126,179
0,876,3,0.7688956610664855,13,0.1781659388646288,198
0,977,3,0.7459475422131381,13,0.17506561679790025,215
0,1090,3,0.721083743026607,13,0.17139479905437352,238
0,1216,3,0.6943355040930131,13,0.16925366787157134,262
0,1357,3,0.6655776292106012,13,0.165420739888825,287
0,1513,3,0.6351462446947723,13,0.16219955040636347,309
0,1688,3,0.602661258781,13,0.1600498209559396,334
0,1883,3,0.5684169856141117,13,0.15512153997470846,367
0,2101,3,0.5324320474308297,13,0.1516071880536573,404
0,2344,3,0.4949987706261828,13,0.14706890641069592,435
0,2614,3,0.4564847435443024,13,0.14250360899154466,477
0,2916,3,0.4169454004202404,13,0.13767104160848925,519
0,3253,3,0.3768530331620348,13,0.1306617275635629,571
0,3629,3,0.3366538593746406,13,0.12450532724505327,620
0,4048,3,0.29688809372110747,13,0.11726227363492392,680
0,4516,3,0.25799888907000595,13,0.1116160358565737,726
0,5037,3,0.22066711058516786,13,0.10589759477271447,765
0,5619,3,0.1853146662768882,13,0.09920978842722407,815
0,6268,3,0.15252908192016215,13,0.09188615711056783,886
0,6992,3,0.12275067663761144,13,0.08432175075175409,952
0,7799,3,0.09635654085713943,13,0.07679226030762254,1036
0,8700,3,0.07353454376305711,13,0.06985570676331807,1106
0,9705,3,0.0543940775289511,13,0.06338354935502831,1166
0,10826,3,0.038859604991383925,13,0.056248950579280234,1249
0,12076,3,0.02670778988863032,13,0.049751999190201436,1325
0,13470,3,0.01757988373901181,13,0.0439316669334736,1399
0,15026,3,0.011022683423996628,13,0.03866410558274986,1470
0,16762,3,0.006547971316373659,13,0.034133064891970995,1529
0,18697,3,0.003664365803330976,13,0.029997814060634596,1599
0,20857,3,0.0019167964540059799,13,0.02615459259483883,1661
0,23265,3,0.0009307684711138365,13,0.022874477330491104,1716
0,25952,3,0.00041567784864626165,13,0.019828668488294808,1782
0,28949,3,0.0001691541717535011,13,0.017376271637226003,1826
0,32293,3,6.202952975106532e-05,13,0.014879824473920415,1902
0,36022,3,2.02653100139906e-05,13,0.012901836582717999,1956
0,40182,3,5.8177323658873e-06,13,0.011207306938202474,2005
0,44823,3,1.4457244681475616e-06,13,0.009698244595966923,2057
0,49999,3,3.05994104964958e-07,13,0.00837092862544658,2110
