scale,ncc,meanpat,stdpat,nlinks,fclust,rep
0.014497,1293,8.881671,34.371067,1332,0.989288,95
0.014497,1293,8.881671,34.352215,1332,0.989288,96
0.014497,1293,8.881671,34.379086,1332,0.989288,97
0.014497,1293,8.881671,34.371994,1332,0.989288,98
0.014497,1293,8.881671,34.367279,1332,0.989288,99
0.017456,1290,8.902326,34.417736,1338,0.986993,0
0.017456,1290,8.902326,34.392036,1338,0.986993,1
0.017456,1290,8.902326,34.403442,1338,0.986993,2
0.017456,1290,8.902326,34.389988,1338,0.986993,3
0.017456,1290,8.902326,34.395279,1338,0.986993,4
0.017456,1290,8.902326,34.389332,1338,0.986993,5
0.017456,1290,8.902326,34.429764,1338,0.986993,6
0.017456,1290,8.902326,34.397770,1338,0.986993,7
0.017456,1290,8.902326,34.407074,1338,0.986993,8
0.017456,1290,8.902326,34.392216,1338,0.986993,9
0.017456,1290,8.902326,34.438393,1338,0.986993,10
0.017456,1290,8.902326,34.409145,1338,0.986993,11
0.017456,1290,8.902326,34.390858,1338,0.986993,12
0.017456,1290,8.902326,34.435085,1338,0.986993,13
0.017456,1290,8.902326,34.390888,1338,0.986993,14
0.017456,1290,8.902326,34.394367,1338,0.986993,15
0.017456,1290,8.902326,34.390800,1338,0.986993,16
0.017456,1290,8.902326,34.399113,1338,0.986993,17
0.017456,1290,8.902326,34.445000,1338,0.986993,18
0.017456,1290,8.902326,34.451347,1338,0.986993,19
0.017456,1290,8.902326,34.409615,1338,0.986993,20
0.017456,1290,8.902326,34.410950,1338,0.986993,21
0.017456,1290,8.902326,34.400311,1338,0.986993,22
0.017456,1290,8.902326,34.400623,1338,0.986993,23
0.017456,1290,8.902326,34.415646,1338,0.986993,24
0.017456,1290,8.902326,34.393349,1338,0.986993,25
0.017456,1290,8.902326,34.395779,1338,0.986993,26
0.017456,1290,8.902326,34.430511,1338,0.986993,27
0.017456,1290,8.902326,34.391655,1338,0.986993,28
0.017456,1290,8.902326,34.408634,1338,0.986993,29
0.017456,1290,8.902326,34.401184,1338,0.986993,30
0.017456,1290,8.902326,34.403839,1338,0.986993,31
0.017456,1290,8.902326,34.398533,1338,0.986993,32
0.017456,1290,8.902326,34.427513,1338,0.986993,33
0.017456,1290,8.902326,34.392094,1338,0.986993,34
0.017456,1290,8.902326,34.399086,1338,0.986993,35
0.017456,1290,8.902326,34.398117,1338,0.986993,36
0.017456,1290,8.902326,34.395981,1338,0.986993,37
0.017456,1290,8.902326,34.391304,1338,0.986993,38
0.017456,1290,8.902326,34.390141,1338,0.986993,39
0.017456,1290,8.902326,34.394817,1338,0.986993,40
0.017456,1290,8.902326,34.397221,1338,0.986993,41
0.017456,1290,8.902326,34.397991,1338,0.986993,42
0.017456,1290,8.902326,34.422188,1338,0.986993,43
0.017456,1290,8.902326,34.400459,1338,0.986993,44
0.017456,1290,8.902326,34.430904,1338,0.986993,45
0.017456,1290,8.902326,34.397202,1338,0.986993,46
0.017456,1290,8.902326,34.470913,1338,0.986993,47
0.017456,1290,8.902326,34.394073,1338,0.986993,48
0.017456,1290,8.902326,34.398426,1338,0.986993,49
0.017456,1290,8.902326,34.398659,1338,0.986993,50
0.017456,1290,8.902326,34.389568,1338,0.986993,51
0.017456,1290,8.902326,34.412884,1338,0.986993,52
0.017456,1290,8.902326,34.405552,1338,0.986993,53
0.017456,1290,8.902326,34.542625,1338,0.986993,54
0.017456,1290,8.902326,34.401672,1338,0.986993,55
0.017456,1290,8.902326,34.391506,1338,0.986993,56
0.017456,1290,8.902326,34.389366,1338,0.986993,57
0.017456,1290,8.902326,34.407658,1338,0.986993,58
0.017456,1290,8.902326,34.391006,1338,0.986993,59
0.017456,1290,8.902326,34.425236,1338,0.986993,60
0.017456,1290,8.902326,34.514240,1338,0.986993,61
0.017456,1290,8.902326,34.399796,1338,0.986993,62
0.017456,1290,8.902326,34.395679,1338,0.986993,63
0.017456,1290,8.902326,34.469303,1338,0.986993,64
0.017456,1290,8.902326,34.419231,1338,0.986993,65
0.017456,1290,8.902326,34.411282,1338,0.986993,66
0.017456,1290,8.902326,34.401402,1338,0.986993,67
0.017456,1290,8.902326,34.391285,1338,0.986993,68
0.017456,1290,8.902326,34.393002,1338,0.986993,69
0.017456,1290,8.902326,34.452179,1338,0.986993,70
0.017456,1290,8.902326,34.399189,1338,0.986993,71
0.017456,1290,8.902326,34.405846,1338,0.986993,72
0.017456,1290,8.902326,34.400002,1338,0.986993,73
0.017456,1290,8.902326,34.501606,1338,0.986993,74
0.017456,1290,8.902326,34.389690,1338,0.986993,75
0.017456,1290,8.902326,34.391571,1338,0.986993,76
0.017456,1290,8.902326,34.391907,1338,0.986993,77
0.017456,1290,8.902326,34.395737,1338,0.986993,78
0.017456,1290,8.902326,34.393681,1338,0.986993,79
0.017456,1290,8.902326,34.427910,1338,0.986993,80
0.017456,1290,8.902326,34.392288,1338,0.986993,81
0.017456,1290,8.902326,34.392433,1338,0.986993,82
0.017456,1290,8.902326,34.396889,1338,0.986993,83
0.017456,1290,8.902326,34.477779,1338,0.986993,84
0.017456,1290,8.902326,34.549644,1338,0.986993,85
0.017456,1290,8.902326,34.511490,1338,0.986993,86
0.017456,1290,8.902326,34.413074,1338,0.986993,87
0.017456,1290,8.902326,34.401493,1338,0.986993,88
0.017456,1290,8.902326,34.403423,1338,0.986993,89
0.017456,1290,8.902326,34.395439,1338,0.986993,90
0.017456,1290,8.902326,34.400269,1338,0.986993,91
0.017456,1290,8.902326,34.394554,1338,0.986993,92
0.017456,1290,8.902326,34.437790,1338,0.986993,93
0.017456,1290,8.902326,34.394855,1338,0.986993,94
0.017456,1290,8.902326,34.408733,1338,0.986993,95
0.017456,1290,8.902326,34.389931,1338,0.986993,96
0.017456,1290,8.902326,34.483761,1338,0.986993,97
0.017456,1290,8.902326,34.410088,1338,0.986993,98
0.017456,1290,8.902326,34.405388,1338,0.986993,99
0.021017,1277,8.992952,34.678017,1364,0.977047,0
0.021017,1277,8.992952,34.570782,1364,0.977047,1
0.021017,1277,8.992952,34.579281,1364,0.977047,2
0.021017,1277,8.992952,34.562622,1364,0.977047,3
0.021017,1277,8.992952,34.579830,1364,0.977047,4
0.021017,1277,8.992952,34.561729,1364,0.977047,5
0.021017,1277,8.992952,34.594627,1364,0.977047,6
0.021017,1277,8.992952,34.565590,1364,0.977047,7
0.021017,1277,8.992952,34.656399,1364,0.977047,8
0.021017,1277,8.992952,34.561588,1364,0.977047,9
0.021017,1277,8.992952,34.611019,1364,0.977047,10
0.021017,1277,8.992952,34.594837,1364,0.977047,11
0.021017,1277,8.992952,34.561626,1364,0.977047,12
0.021017,1277,8.992952,34.613647,1364,0.977047,13
0.021017,1277,8.992952,34.560791,1364,0.977047,14
0.021017,1277,8.992952,34.559978,1364,0.977047,15
0.021017,1277,8.992952,34.564396,1364,0.977047,16
0.021017,1277,8.992952,34.597458,1364,0.977047,17
0.021017,1277,8.992952,34.616177,1364,0.977047,18
0.021017,1277,8.992952,34.634468,1364,0.977047,19
0.021017,1277,8.992952,34.584938,1364,0.977047,20
0.021017,1277,8.992952,34.579071,1364,0.977047,21
0.021017,1277,8.992952,34.571140,1364,0.977047,22
0.021017,1277,8.992952,34.564938,1364,0.977047,23
0.021017,1277,8.992952,34.586071,1364,0.977047,24
0.021017,1277,8.992952,34.561878,1364,0.977047,25
0.021017,1277,8.992952,34.612442,1364,0.977047,26
0.021017,1277,8.992952,34.610786,1364,0.977047,27
0.021017,1277,8.992952,34.578266,1364,0.977047,28
0.021017,1277,8.992952,34.584492,1364,0.977047,29
0.021017,1277,8.992952,34.576752,1364,0.977047,30
0.021017,1277,8.992952,34.602806,1364,0.977047,31
0.021017,1277,8.992952,34.576229,1364,0.977047,32
0.021017,1277,8.992952,34.598923,1364,0.977047,33
0.021017,1277,8.992952,34.584038,1364,0.977047,34
0.021017,1277,8.992952,34.592449,1364,0.977047,35
0.021017,1277,8.992952,34.577053,1364,0.977047,36
0.021017,1277,8.992952,34.565464,1364,0.977047,37
0.021017,1277,8.992952,34.558449,1364,0.977047,38
0.021017,1277,8.992952,34.568016,1364,0.977047,39
0.021017,1277,8.992952,34.563534,1364,0.977047,40
0.021017,1277,8.992952,34.565884,1364,0.977047,41
0.021017,1277,8.992952,34.581142,1364,0.977047,42
0.021017,1277,8.992952,34.815044,1364,0.977047,43
0.021017,1277,8.992952,34.570820,1364,0.977047,44
0.021017,1277,8.992952,34.773712,1364,0.977047,45
0.021017,1277,8.992952,34.565681,1364,0.977047,46
0.021017,1277,8.992952,34.656540,1364,0.977047,47
0.021017,1277,8.992952,34.559662,1364,0.977047,48
0.021017,1277,8.992952,34.593128,1364,0.977047,49
0.021017,1277,8.992952,34.564854,1364,0.977047,50
0.021017,1277,8.992952,34.567886,1364,0.977047,51
0.021017,1277,8.992952,34.579948,1364,0.977047,52
0.021017,1277,8.992952,34.575523,1364,0.977047,53
0.021017,1277,8.992952,34.709618,1364,0.977047,54
0.021017,1277,8.992952,34.573158,1364,0.977047,55
0.021017,1277,8.992952,34.582573,1364,0.977047,56
0.021017,1277,8.992952,34.554462,1364,0.977047,57
0.021017,1277,8.992952,34.611134,1364,0.977047,58
0.021017,1277,8.992952,34.573036,1364,0.977047,59
0.021017,1277,8.992952,34.601196,1364,0.977047,60
0.021017,1277,8.992952,34.700008,1364,0.977047,61
0.021017,1277,8.992952,34.582619,1364,0.977047,62
0.021017,1277,8.992952,34.568661,1364,0.977047,63
0.021017,1277,8.992952,34.662903,1364,0.977047,64
0.021017,1277,8.992952,34.604206,1364,0.977047,65
0.021017,1277,8.992952,34.622147,1364,0.977047,66
0.021017,1277,8.992952,34.583210,1364,0.977047,67
0.021017,1277,8.992952,34.557083,1364,0.977047,68
0.021017,1277,8.992952,34.570148,1364,0.977047,69
0.021017,1277,8.992952,34.617378,1364,0.977047,70
0.021017,1277,8.992952,34.569023,1364,0.977047,71
0.021017,1277,8.992952,34.577328,1364,0.977047,72
0.021017,1277,8.992952,34.581688,1364,0.977047,73
0.021017,1277,8.992952,34.667671,1364,0.977047,74
0.021017,1277,8.992952,34.564476,1364,0.977047,75
0.021017,1277,8.992952,34.563160,1364,0.977047,76
0.021017,1277,8.992952,34.567032,1364,0.977047,77
0.021017,1277,8.992952,34.575100,1364,0.977047,78
0.021017,1277,8.992952,34.588657,1364,0.977047,79
0.021017,1277,8.992952,34.592880,1364,0.977047,80
0.021017,1277,8.992952,34.557720,1364,0.977047,81
0.021017,1277,8.992952,34.581085,1364,0.977047,82
0.021017,1277,8.992952,34.564423,1364,0.977047,83
0.021017,1277,8.992952,34.646240,1364,0.977047,84
0.021017,1277,8.992952,34.752247,1364,0.977047,85
0.021017,1277,8.992952,34.685333,1364,0.977047,86
0.021017,1277,8.992952,34.589630,1364,0.977047,87
0.021017,1277,8.992952,34.583393,1364,0.977047,88
0.021017,1277,8.992952,34.576015,1364,0.977047,89
0.021017,1277,8.992952,34.563866,1364,0.977047,90
0.021017,1277,8.992952,34.575947,1364,0.977047,91
0.021017,1277,8.992952,34.561676,1364,0.977047,92
0.021017,1277,8.992952,34.613503,1364,0.977047,93
0.021017,1277,8.992952,34.559315,1364,0.977047,94
