latitude;longitude;population
40,53;-89,1751;1039
37,7881;-114,4005;1039
47,678;-120,2175;1038
35,9289;-119,2783;1038
36,5137;-119,4465;1038
48,0824;-114,2344;1037
41,1421;-78,8067;1037
38,4026;-85,5823;1037
32,6341;-84,7978;1037
40,2212;-74,473;1037
26,8719;-99,2584;1037
36,4925;-91,5413;1037
38,9248;-82,2856;1036
32,2795;-101,3496;1036
35,9882;-106,0005;1036
41,8252;-93,1525;1036
39,6748;-89,8473;1035
42,4708;-91,7375;1035
35,2453;-102,4294;1035
31,6238;-85,0528;1035
41,361;-89,5828;1035
33,6433;-105,8411;1035
36,7053;-99,8968;1035
28,4716;-82,4349;1035
43,6549;-94,7275;1035
38,8266;-76,8897;1035
42,3775;-97,3578;1034
39,9103;-79,6628;1034
47,9392;-119,0029;1034
36,1885;-119,8222;1034
41,2053;-90,5863;1033
38,212;-78,8283;1033
41,4078;-83,868;1033
40,3293;-79,642;1033
41,1779;-75,2633;1033
41,2441;-79,431;1033
43,8363;-84,8677;1033
38,1483;-76,5201;1033
40,2016;-76,3675;1033
33,7883;-109,9576;1032
38,3806;-82,7006;1032
32,1214;-96,9498;1032
37,8976;-81,1737;1032
39,1314;-123,1648;1031
18,2922;-66,7348;1031
39,8969;-75,089;1031
35,6536;-120,3831;1031
39,7136;-77,4946;1031
44,9361;-84,8845;1031
43,8971;-85,8531;1030
41,023;-87,7179;1030
40,1592;-76,0508;1030
34,3071;-82,6636;1030
38,487;-82,293;1030
33,6512;-81,3625;1030
46,6215;-97,5956;1030
30,7745;-87,0822;1030
38,7726;-93,4237;1029
38,3369;-81,855;1029
41,0279;-84,0791;1028
38,9666;-77,0963;1028
38,5066;-96,2615;1028
34,1393;-114,3604;1028
36,4377;-99,2048;1028
47,4994;-92,7691;1028
27,1331;-80,8868;1028
36,8659;-81,4045;1028
43,4434;-85,2738;1027
35,5661;-90,043;1027
39,6892;-86,5234;1027
38,8538;-99,1473;1027
46,3948;-94,3548;1027
39,891;-85,5799;1027
39,8433;-85,426;1027
40,9835;-82,1914;1027
38,4728;-76,4895;1026
41,6813;-73,3523;1026
38,9793;-77,0742;1026
33,8984;-113,9962;1026
32,702;-92,6575;1026
45,9699;-91,3662;1026
38,9691;-123,1173;1025
33,1954;-104,3687;1025
39,424;-80,1889;1025
42,5341;-90,4361;1025
29,5726;-98,143;1025
34,616;-97,8207;1024
33,5544;-89,0805;1024
39,518;-89,0478;1024
33,5521;-94,7803;1024
45,3255;-94,5456;1024
45,6586;-118,6655;1024
40,3473;-75,2718;1023
39,901;-75,3274;1023
39,1961;-95,2083;1023
37,5335;-89,2545;1023
40,2438;-88,1876;1023
40,4947;-84,3151;1023
43,2492;-83,372;1023
19,7449;-155,0984;1023
36,1073;-81,1807;1023
39,6787;-84,4275;1022
17,9935;-66,7067;1022
30,2225;-82,6465;1022
30,0522;-94,3331;1022
45,631;-108,9253;1022
41,578;-92,8468;1022
37,0376;-95,0923;1022
40,1222;-79,8799;1022
43,8616;-76,0001;1022
39,3198;-89,5745;1021
39,6593;-105,3045;1021
39,2306;-94,6386;1021
18,3105;-65,3029;1021
38,1988;-87,3141;1021
43,2687;-102,3353;1021
42,477;-96,1851;1021
32,0322;-89,5247;1020
40,9614;-73,1324;1020
32,6692;-79,95;1020
43,8939;-93,4939;1020
34,664;-120,117;1020
38,6634;-76,0518;1019
33,8831;-83,1551;1019
37,3771;-115,1678;1019
36,5595;-96,1383;1019
47,3187;-114,0956;1019
38,9325;-78,4615;1019
40,7511;-88,4096;1019
36,0992;-110,2209;1018
41,2304;-86,5845;1018
25,8647;-80,3516;1018
39,0604;-88,3815;1018
43,554;-92,0075;1018
20,8261;-156,2917;1018
40,6411;-104,7701;1018
37,997;-83,8926;1018
30,8408;-97,7921;1017
40,5666;-88,616;1017
39,816;-97,0487;1017
37,194;-81,3999;1017
32,9302;-95,869;1017
42,6504;-112,1901;1017
39,2154;-84,4556;1017
40,5662;-112,0977;1017
45,958;-111,5781;1017
43,0883;-70,6988;1017
45,415;-110,6533;1017
48,6729;-102,0721;1016
45,0349;-90,0792;1015
36,6958;-79,3774;1015
37,4184;-87,4809;1015
18,0396;-66,4683;1015
34,012;-102,4147;1015
32,6853;-110,7292;1014
32,4564;-83,9407;1014
37,207;-80,4852;1014
40,0837;-105,3313;1014
39,0256;-119,8309;1013
38,544;-121,6852;1013
37,3202;-82,3522;1013
37,9122;-85,314;1013
34,739;-106,7251;1013
41,1761;-80,9866;1013
41,9165;-116,1825;1012
35,9635;-94,9979;1012
39,8099;-75,2137;1012
26,0493;-97,7351;1012
33,6175;-114,4883;1012
43,7588;-84,5869;1012
38,3536;-122,2556;1012
29,0619;-98,8521;1012
34,9762;-81,9026;1011
42,7134;-102,4665;1011
47,8667;-95,106;1011
35,31;-78,7725;1011
37,8747;-122,0585;1010
44,6912;-106,9728;1010
17,9857;-66,917;1010
43,237;-94,7504;1010
31,5901;-106,2289;1010
38,057;-120,1793;1010
36,9617;-112,5195;1009
32,5329;-94,8946;1009
42,9834;-84,9456;1009
39,9857;-83,0614;1009
43,0313;-83,1607;1009
37,1707;-87,3801;1009
34,4082;-112,6156;1009
41,3171;-73,4746;1009
44,2175;-89,4969;1008
36,7594;-114,1412;1008
33,7805;-90,7232;1008
37,8481;-99,7548;1008
35,4468;-93,7644;1008
38,2792;-75,6533;1008
38,0276;-107,6734;1007
39,8859;-94,3634;1007
34,0324;-85,9253;1007
37,035;-97,6089;1007
40,4668;-111,4096;1007
42,2157;-86,0534;1007
40,6539;-81,455;1007
35,3495;-106,5202;1006
43,808;-88,6732;1006
43,1815;-84,8462;1006
36,7904;-121,3105;1006
39,5423;-105,2967;1006
33,2446;-87,68;1006
39,1505;-84,7405;1006
39,6314;-121,4052;1006
37,3219;-80,6365;1005
36,5455;-119,3379;1005
46,953;-112,6693;1005
45,0536;-93,2501;1005
42,0492;-90,3971;1005
48,5318;-108,7847;1005
40,205;-79,497;1005
42,98;-93,1872;1004
36,2819;-92,5212;1004
40,4858;-94,4135;1004
35,7575;-89,9298;1004
34,4012;-111,51;1003
34,5362;-79,2928;1003
30,3403;-95,354;1003
40,4955;-89,6524;1003
37,6196;-121,0084;1003
40,304;-80,122;1003
33,3775;-93,8825;1003
30,0172;-100,2128;1002
32,7315;-96,1589;1002
38,2825;-85,5784;1001
36,9507;-90,1586;1001
39,0081;-75,4667;1001
34,1705;-86,3224;1001
30,1501;-95,3217;1001
40,744;-81,7467;1001
43,8441;-88,9561;1000
43,0895;-84,3889;1000
48,3926;-122,4945;1000
41,1205;-76,5253;1000
38,0935;-91,4529;1000
40,8161;-96,4329;999
40,7243;-73,7167;999
35,6188;-108,8345;999
34,2338;-102,4091;999
43,2286;-83,192;999
18,4439;-66,2547;999
18,1716;-66,1868;999
40,4587;-84,1782;999
46,4368;-109,8353;999
29,4133;-89,6052;999
34,9005;-92,5186;999
43,3982;-88,532;998
32,3141;-97,0051;998
43,4497;-89,2388;998
41,2192;-74,8229;998
40,0275;-120,1173;998
43,1749;-101,7323;998
40,2994;-79,8555;998
38,3564;-122,5412;998
36,1767;-82,4494;998
44,0656;-92,7537;997
46,0043;-98,5254;997
39,4778;-79,0466;997
30,5126;-92,1832;997
33,9121;-78,3182;997
40,8949;-95,6736;997
46,9104;-117,0751;997
34,6418;-78,4969;997
39,6768;-120,2448;997
30,9791;-96,6716;996
40,6635;-81,3643;996
42,0125;-74,0103;996
39,6251;-105,0511;996
34,7859;-78,3947;996
39,3963;-86,3494;996
19,4424;-155,2789;996
39,5901;-105,9383;995
39,2164;-97,0187;995
39,0115;-123,374;995
41,4666;-90,717;995
39,6459;-74,1835;995
43,6753;-116,821;995
42,8838;-88,9424;995
36,5907;-89,6132;995
32,6489;-87,8671;995
39,0393;-94,7685;994
37,7938;-81,1822;994
33,5301;-80,5712;993
35,1003;-92,7733;993
43,4547;-96,4363;993
38,9796;-77,0693;993
28,4417;-82,461;993
62,0718;-163,2805;992
41,5303;-70,6614;992
31,9488;-83,4569;992
36,2534;-82,5478;992
30,7826;-87,2309;991
39,315;-81,5088;991
39,6984;-104,5773;991
37,1284;-96,1848;991
34,9196;-83,3854;991
39,9037;-76,7912;991
31,0572;-95,1268;991
38,208;-92,8253;991
34,6115;-82,7667;991
40,7637;-87,2951;991
38,3224;-82,4479;991
34,6645;-86,653;991
41,4894;-95,2197;990
44,3862;-97,5496;990
34,5326;-85,8975;989
33,3585;-94,2551;989
31,8857;-100,2955;989
40,7502;-76,3398;989
18,3906;-66,2178;989
34,964;-97,9447;989
34,0002;-79,2071;989
43,3602;-95,1264;989
33,3639;-117,0675;988
45,3616;-92,6344;988
34,7795;-96,7755;988
29,9717;-93,3947;988
44,4475;-89,2832;988
36,5205;-94,6103;988
18,2217;-65,6798;988
40,2141;-84,6344;988
33,7877;-86,0281;988
41,8528;-93,9207;987
31,8252;-94,4932;987
30,0451;-94,7373;987
37,9139;-121,2831;987
40,1699;-75,6599;987
38,798;-121,7175;987
36,9858;-94,5922;986
33,0437;-96,5504;986
40,6912;-84,6497;986
31,5995;-89,8746;985
42,2487;-73,3626;985
42,2656;-104,743;985
33,9764;-89,6845;984
18,0142;-66,4207;984
40,8158;-73,6379;984
35,5388;-105,8391;984
41,5786;-90,3399;984
36,4161;-82,6242;984
29,4952;-95,9154;984
36,1866;-82,0706;984
44,809;-72,2011;983
33,6623;-87,6079;983
39,2874;-80,3158;983
41,3807;-95,6821;983
38,5005;-94,6025;983
42,7379;-90,3346;983
42,3845;-123,1408;983
44,5731;-106,9142;983
18,3097;-66,5603;983
34,1081;-85,3388;982
34,2609;-86,6083;982
36,9969;-94,3152;982
35,7391;-86,6528;982
38,4859;-81,3503;982
33,2978;-96,3978;982
38,6121;-89,1193;982
35,1968;-91,7152;981
30,4003;-90,1653;981
37,7196;-75,6673;981
41,4436;-84,0078;981
19,581;-155,8985;981
34,9073;-116,8235;981
30,3156;-90,8031;981
41,6877;-88,98;981
29,0072;-81,4906;980
45,7143;-123,9165;980
44,7907;-95,8079;980
42,752;-92,7957;980
41,2766;-98,9677;980
34,0923;-109,8541;980
40,9728;-72,556;980
36,6679;-97,8024;980
40,025;-88,0721;980
41,6116;-96,5487;980
39,5328;-74,4852;980
30,6851;-83,1873;980
41,7042;-70,7629;980
40,1873;-76,7269;979
40,223;-76,8561;979
39,7992;-88,4626;979
47,852;-104,051;979
42,3762;-85,4553;979
39,5463;-106,3871;978
31,7545;-103,1541;978
35,3104;-82,4412;978
39,6551;-82,466;978
33,6148;-85,8561;978
32,1061;-90,6221;977
36,0114;-77,8572;976
40,9174;-84,705;976
38,4098;-105,8424;976
29,9263;-91,7813;976
40,9342;-84,3383;976
40,3052;-99,898;976
43,33;-96,7683;976
39,6124;-78,8082;976
36,8152;-83,4044;976
37,4239;-88,3501;975
43,5019;-88,5863;975
47,5523;-111,5608;975
35,8705;-88,3937;975
27,7119;-98,108;975
36,338;-106,1844;975
31,0033;-94,7936;975
39,898;-82,5387;974
33,1483;-95,9532;974
41,4437;-94,766;974
33,2896;-96,1945;974
32,6733;-80,8515;974
37,7979;-89,3364;974
39,6426;-77,5933;974
34,7694;-82,7767;973
35,157;-99,1736;973
41,1567;-74,9646;973
43,0278;-96,6268;973
38,3481;-88,5895;973
34,6707;-92,2465;973
28,183;-82,1539;973
35,5578;-94,7434;973
44,9485;-90,5621;972
33,8822;-89,1778;972
45,5796;-97,0782;972
41,407;-75,8503;971
40,0038;-78,3736;971
39,81;-79,5623;971
41,1159;-97,5912;970
37,7356;-87,0013;970
29,652;-84,8881;970
29,6691;-100,0108;970
34,3583;-77,9114;970
40,3704;-78,6691;970
37,7277;-80,6436;969
38,0804;-78,4732;969
42,1861;-92,7151;969
36,1765;-94,7436;969
32,1602;-95,438;969
35,1534;-93,8078;969
39,9032;-75,5709;969
40,6999;-122,2405;969
32,6863;-83,3433;968
35,0357;-76,6816;968
40,9505;-79,7401;968
31,7264;-81,4438;967
34,7195;-85,9641;967
44,9075;-107,1674;967
40,5769;-85,8803;967
41,7165;-80,1364;967
38,7794;-95,5569;967
39,6051;-110,8424;967
40,1481;-81,0647;967
41,6655;-111,1846;966
42,1262;-77,0356;966
42,7229;-94,1977;966
34,1854;-96,8981;966
32,5573;-85,6692;966
39,8663;-89,5447;965
18,4643;-66,3517;965
33,539;-86,9401;965
30,7891;-85,3644;965
33,2731;-112,1627;965
41,408;-102,3452;965
60,0745;-151,3843;964
44,827;-89,1664;964
35,3895;-84,6989;964
31,3804;-84,1592;964
31,463;-90,8509;964
42,0577;-94,7266;964
37,8414;-88,6148;964
43,5824;-96,4656;963
35,7894;-78,2047;963
37,9636;-97,146;963
48,1472;-116,1768;963
36,3821;-105,2718;963
41,0743;-85,8923;963
47,4842;-121,7151;963
34,9846;-81,8222;962
41,5519;-74,4436;962
43,362;-92,5538;962
41,3239;-85,6979;962
32,4491;-89,4889;962
42,6845;-103,416;962
41,5236;-82,7285;962
31,2406;-82,3411;962
47,0064;-123,5321;962
34,5602;-92,4989;961
39,8127;-85,2056;961
34,2411;-89,9433;961
29,1118;-96,4123;961
33,5999;-96,3662;961
31,898;-93,1158;961
37,9046;-122,0786;961
38,6159;-89,0541;960
41,3064;-81,4579;960
37,7505;-120,1228;960
38,6353;-75,6024;960
42,7206;-96,2519;960
46,512;-91,6995;960
37,3867;-93,9579;960
40,8664;-87,3653;960
36,325;-76,17;960
34,3222;-90,4541;959
61,7071;-149,1093;959
41,1543;-77,3522;959
36,5711;-121,5103;959
40,1528;-80,7079;959
18,2174;-65,8221;959
35,6833;-108,7709;959
41,2541;-122,1361;959
48,9156;-122,1336;959
39,217;-84,7095;959
20,2233;-155,7739;959
40,1944;-86,6673;958
39,9544;-82,6878;958
33,9868;-80,4972;958
40,78;-97,8117;958
35,303;-77,1567;958
39,5824;-83,1206;958
39,9671;-84,7082;958
19,4413;-155,1841;958
44,5278;-93,9091;957
46,6494;-97,0169;957
35,9726;-106,0927;957
39,4953;-79,8168;957
38,4699;-85,9491;957
32,5555;-80,7015;957
46,9189;-104,0055;957
40,9061;-74,6845;957
33,4221;-93,067;957
34,2662;-93,4634;957
40,3627;-75,9565;957
42,4301;-97,0986;956
46,2698;-118,1509;956
39,9545;-75,997;956
36,0089;-119,9629;956
39,6969;-79,1528;956
44,4419;-124,0754;956
39,0933;-78,0601;956
39,0801;-84,5629;956
35,0408;-82,1024;956
40,8032;-80,8772;956
40,4002;-80,1396;955
44,9739;-85,2057;955
42,3378;-85,3525;955
46,6628;-92,4067;955
43,2182;-88,5159;955
41,1819;-88,1926;955
42,368;-88,2965;955
42,7955;-112,2448;954
38,4417;-92,9902;954
37,7457;-121,9881;954
42,7014;-88,1291;954
39,1655;-122,9052;954
34,9696;-94,7212;954
43,4236;-97,2605;954
19,9723;-155,2345;954
39,6079;-83,3953;954
33,9064;-86,5178;953
36,6128;-78,9221;953
34,1238;-83,2202;953
40,1421;-74,9075;953
40,0849;-89,7406;953
40,6861;-76,1699;953
37,0676;-80,4405;953
37,6974;-77,8943;953
43,7062;-92,5701;953
42,9303;-84,7981;952
39,1859;-87,2989;952
44,5768;-96,9011;952
40,269;-83,2075;952
40,1157;-76,0517;952
46,2554;-99,5546;951
45,1835;-87,1271;951
38,8247;-86,1711;950
33,1239;-85,5683;950
42,9168;-84,3749;950
35,1164;-78,136;950
34,9382;-111,6318;950
44,1898;-70,1418;950
36,8035;-97,7378;949
36,3739;-92,5387;949
35,7508;-87,7958;949
40,7459;-95,6447;948
38,8894;-89,8425;948
38,2394;-85,9821;948
40,8599;-91,3145;948
34,4028;-79,903;948
41,4006;-90,5627;948
39,2101;-120,0965;948
29,4822;-81,6658;948
39,1949;-83,4703;947
36,1158;-79,2898;947
41,6564;-80,4225;946
40,8992;-80,0487;946
40,7991;-79,3149;946
41,7469;-97,7767;946
34,8891;-79,3652;946
41,7306;-92,2949;946
42,0107;-71,937;946
30,2406;-91,2864;946
38,0003;-120,4503;946
34,3789;-84,3707;946
36,6707;-93,9399;946
41,1784;-85,9497;946
31,0732;-81,4206;946
43,156;-98,5361;945
46,1694;-123,5822;945
38,2669;-90,4325;945
35,0921;-111,6493;945
46,738;-116,7731;945
34,896;-78,0541;944
18,1016;-65,8342;944
41,0475;-78,8185;944
40,1106;-96,153;944
29,5496;-82,8883;944
38,251;-85,591;944
40,1439;-74,6409;944
35,3309;-81,7612;944
18,4412;-66,2156;944
42,1054;-84,2487;943
35,2324;-100,6001;943
44,1039;-104,6362;943
39,8784;-79,9294;943
44,1788;-89,2442;942
45,3933;-92,1452;942
41,3307;-85,849;942
38,7631;-90,0816;942
35,3576;-103,4426;942
40,5382;-75,3782;942
43,0722;-95,9039;941
42,7131;-95,4368;941
34,7031;-90,3797;941
43,5691;-86,0407;941
38,2818;-81,5653;941
29,146;-83,0388;940
18,1412;-66,2004;940
34,4441;-77,8909;940
46,8431;-101,4178;939
40,7193;-74,8371;939
39,5731;-77,1744;939
42,964;-71,6389;939
40,9853;-86,8834;939
42,6715;-89,2084;939
33,3543;-90,5913;939
39,8313;-75,7565;939
40,8021;-73,7049;938
41,7801;-99,1342;938
38,3758;-94,712;938
40,8771;-88,8596;938
38,9678;-119,944;938
33,2797;-85,0985;938
41,186;-80,7177;938
39,415;-118,7165;938
47,0906;-94,5885;937
48,2972;-109,9918;937
32,3047;-106,8367;937
42,6212;-96,2977;936
37,1738;-105,9373;936
42,96;-94,4457;936
47,7384;-97,5707;936
39,7432;-92,2602;936
38,9937;-119,9233;936
41,4694;-73,5057;936
33,5172;-90,3444;936
40,496;-81,9823;936
32,3546;-90,4586;936
29,7355;-81,2413;936
41,7122;-74,5741;936
34,3729;-83,2328;935
47,7667;-117,0133;935
36,816;-77,4689;935
39,2539;-89,3488;935
39,4217;-89,459;935
40,6157;-85,5039;935
31,4088;-82,1132;935
35,5436;-77,9751;935
39,4283;-85,6287;934
31,0714;-84,0922;934
39,7004;-89,1185;934
45,4498;-92,5579;933
42,1612;-95,4352;933
45,7139;-121,4704;933
34,7808;-92,3449;933
39,5088;-74,5922;933
38,2865;-85,5849;933
37,126;-82,6071;933
32,1562;-96,1054;933
33,2287;-80,0386;933
45,4137;-87,6091;933
36,1045;-79,6554;933
17,9847;-65,9859;933
38,338;-85,6559;932
37,276;-80,1257;932
38,8192;-102,3521;932
48,0842;-123,1697;932
41,2856;-96,285;931
38,0838;-79,3853;931
36,9424;-107,8862;931
31,5751;-91,3521;930
40,9379;-90,9499;930
33,1927;-86,304;930
44,0432;-83,6934;930
34,8776;-96,4129;930
44,0117;-97,5246;930
34,9598;-77,9659;929
32,8008;-94,7182;929
36,5054;-101,7872;929
39,3758;-75,213;929
39,1362;-103,4731;929
42,1658;-84,2416;929
39,0412;-82,1285;928
31,7571;-84,6159;928
39,1814;-76,957;927
36,3623;-104,5997;927
48,2918;-119,6955;927
38,9423;-74,9378;927
39,8957;-87,652;927
31,5823;-86,2569;927
28,5375;-82,6208;927
38,1954;-78,9044;927
39,6574;-88,0275;926
41,028;-82,2212;926
39,8207;-78,7214;926
43,2792;-101,9265;926
38,8124;-91,122;926
25,9227;-97,4141;926
43,8345;-73,7647;926
33,5957;-114,7317;926
41,2801;-75,9649;926
40,7307;-90,6638;925
34,8348;-81,6811;925
43,3894;-93,9428;925
42,1773;-74,0226;925
41,5371;-94,0103;925
35,3774;-77,8923;924
40,4133;-75,3803;924
41,5442;-124,0245;924
38,5509;-90,3532;924
26,0641;-81,6782;924
32,4902;-91,865;924
30,5789;-103,8946;924
45,5976;-92,9869;924
41,9056;-91,2536;924
42,1673;-95,7909;923
35,4056;-119,3142;923
38,6788;-94,598;923
47,313;-122,4154;923
38,2833;-85,5725;922
40,0093;-77,1159;922
35,6546;-117,8213;922
39,9861;-95,1433;922
36,209;-91,9183;922
44,5875;-121,176;921
40,0468;-101,5402;921
29,3528;-89,5247;921
35,3458;-85,7113;921
40,5066;-85,8244;921
39,1457;-89,1103;921
42,0604;-86,5115;921
41,5891;-73,9428;921
42,3783;-84,6965;921
40,7347;-91,9604;921
35,4716;-80,2586;921
39,6319;-105,4154;921
42,3046;-95,041;920
38,2333;-112,9602;920
46,997;-122,5423;920
19,4917;-155,0958;920
43,4371;-124,1961;920
40,6453;-91,5641;920
33,5793;-96,2731;920
18,1021;-65,4798;920
34,4233;-112,2408;920
18,2726;-65,8788;920
37,59;-121,8847;920
35,0349;-85,247;919
35,1114;-106,3802;919
39,8308;-90,5569;919
39,5731;-74,7148;919
47,4197;-111,5252;919
43,5525;-71,0297;919
30,5905;-88,4846;918
28,8028;-82,0707;918
37,7356;-81,15;918
32,6008;-94,8525;918
42,0868;-84,2102;918
28,7446;-100,4934;918
30,4435;-86,583;918
30,7571;-93,5246;918
42,2127;-86,376;918
39,5549;-77,8016;918
44,425;-83,3339;918
41,1939;-75,9312;917
21,581;-157,8901;917
42,4659;-89,6469;917
36,2096;-83,7485;917
37,9668;-122,1361;917
35,4944;-94,1388;917
41,8901;-83,779;917
40,642;-102,6297;917
33,3461;-84,7763;917
33,9599;-92,1936;917
40,0864;-98,5222;917
38,1336;-96,1372;917
38,4782;-80,4082;917
35,6525;-82,0191;916
40,0868;-75,782;916
35,5819;-88,1195;916
40,7742;-98,3708;916
35,6791;-84,3999;916
37,3367;-77,9882;916
33,6164;-81,103;916
30,5323;-91,7518;915
18,2688;-65,9096;915
40,4496;-112,3672;915
30,0602;-91,7378;915
46,3324;-113,296;914
35,4332;-101,1751;914
43,7024;-91,0112;914
60,5333;-165,1557;914
28,768;-80,871;914
41,023;-72,314;913
39,3337;-85,9736;913
40,7145;-91,4527;913
34,845;-118,8992;913
42,9342;-93,7932;912
48,7075;-119,4409;912
34,3455;-83,1107;912
36,8798;-120,1149;912
40,9756;-80,4878;912
34,2306;-98,6875;912
44,2239;-93,4445;912
46,5305;-122,4887;911
41,377;-79,7073;911
40,7547;-75,2627;911
38,4008;-87,5874;911
42,1489;-96,4929;911
30,0038;-97,7532;911
54,1594;-165,7328;911
38,0146;-90,2213;911
37,11;-122,0523;911
42,6246;-90,5914;911
43,1661;-83,5247;910
48,9211;-97,9176;910
40,2125;-88,5084;910
34,2103;-88,6655;910
37,3619;-81,5415;910
42,5369;-76,4968;910
45,7707;-99,6207;910
37,7882;-97,1078;909
39,5544;-83,2595;909
41,0023;-88,523;909
43,8871;-111,6723;909
38,7168;-92,0915;909
43,2642;-84,9276;909
34,0548;-87,5555;908
47,3391;-93,7929;908
38,2697;-84,6831;908
29,54;-82,5186;908
39,4432;-90,873;908
40,371;-75,6307;907
42,7315;-97,4986;907
39,4936;-87,2667;907
40,8327;-95,3038;907
44,1058;-88,6564;907
18,184;-66,0186;907
42,5819;-92,8835;907
43,5907;-110,8419;906
44,8108;-83,5605;906
36,5231;-93,9387;906
41,9605;-77,4379;906
33,3078;-85,4864;906
40,6266;-89,2688;906
40,8788;-79,8473;906
40,3476;-78,8861;906
40,0748;-106,1032;906
30,5862;-98,4187;905
35,5674;-92,1688;905
42,026;-121,6008;905
39,6154;-104,0434;904
46,3339;-114,2232;904
35,4325;-85,7433;904
39,3074;-119,6483;904
33,695;-97,5231;904
45,3195;-90,203;903
32,3675;-95,6983;903
36,3531;-83,2362;903
42,8836;-106,3492;903
40,4936;-90,1933;903
32,3491;-100,9375;903
32,3326;-90,6055;903
29,2135;-90,0308;903
41,2872;-93,8075;903
39,0666;-100,2347;902
37,415;-113,6262;902
41,5562;-84,7693;902
36,0567;-106,1185;902
41,4231;-100,1936;901
35,2342;-88,6131;901
41,8612;-111,9909;901
41,346;-75,971;901
42,57;-90,3835;901
44,2737;-92,5403;901
39,7911;-87,3694;900
36,2105;-76,4548;900
38,1488;-98,0883;900
28,9822;-98,0217;900
37,9055;-121,9978;900
36,1298;-81,6706;900
39,9855;-88,8197;900
34,9551;-78,5137;900
36,7752;-87,358;900
40,9604;-82,8547;900
32,1822;-86,5787;900
48,055;-123,0869;900
46,0805;-94,8645;899
33,941;-94,3554;899
37,8282;-81,9652;899
35,52;-106,7149;899
33,4176;-99,8158;898
32,223;-96,0223;898
39,1932;-74,7373;898
43,4091;-84,3345;898
38,9202;-111,9335;898
47,6436;-122,8222;898
33,7141;-87,389;898
40,3533;-75,9892;898
29,7145;-81,499;898
33,2334;-82,5959;898
42,7497;-124,4973;897
40,6739;-85,7222;897
40,8478;-80,6188;897
31,3218;-83,917;897
33,9174;-79,7441;897
39,6247;-78,2275;897
37,7153;-99,9269;897
34,2282;-79,7357;897
36,9679;-79,871;897
35,972;-89,388;897
38,4973;-89,1457;896
37,0787;-76,6778;896
32,0724;-91,2392;896
58,1118;-135,4248;896
40,4435;-81,701;896
31,5436;-110,7478;896
41,9541;-86,4879;896
39,1371;-84,7104;896
38,9673;-118,824;896
46,3173;-100,6357;896
43,0524;-92,9477;895
36,5756;-94,3916;895
42,1272;-96,1507;894
38,2586;-78,9654;894
18,1838;-66,981;894
42,0862;-95,0432;894
39,4659;-75,2036;894
32,9011;-95,9397;893
38,1056;-87,6972;893
34,907;-77,2324;893
31,1657;-96,676;893
37,4919;-87,1343;892
43,7583;-91,5706;892
47,0846;-119,86;892
44,6016;-74,9738;892
42,6097;-95,004;892
44,0742;-99,5838;892
46,4046;-122,9569;892
35,6037;-110,0791;892
42,2797;-123,6151;892
41,8111;-103,5017;891
43,1646;-111,02;891
43,7312;-70,4301;891
33,1448;-105,7897;891
48,3843;-114,0652;891
35,3319;-85,2;891
42,2783;-96,7263;891
19,0698;-155,5751;890
34,7577;-87,967;890
38,2834;-85,5936;890
37,5939;-86,9935;890
41,0913;-102,47;889
34,2051;-83,0309;889
45,2946;-108,9167;889
39,5918;-97,4003;889
41,5569;-91,5362;889
35,2236;-77,6333;889
33,2116;-96,5635;888
38,3686;-96,5425;888
38,9701;-84,4607;888
38,6075;-83,1833;888
33,7906;-84,2061;888
36,4574;-92,9129;888
40,6216;-73,7068;887
31,2672;-83,4673;887
35,8576;-110,6338;887
39,0483;-74,7653;887
45,0694;-85,2625;887
34,8623;-80,7489;887
40,2348;-78,9356;887
36,9004;-95,9253;886
40,5713;-77,3951;886
46,2685;-100,2337;886
35,1265;-95,3664;886
45,5899;-111,1953;886
35,1788;-106,1728;886
44,4449;-88,5768;886
42,4662;-92,2502;886
31,9805;-91,6551;886
41,9595;-73,4485;886
40,5728;-89,813;885
41,3022;-111,8085;885
31,262;-100,8208;885
41,9001;-93,536;885
46,4161;-114,1492;885
35,5757;-105,6784;885
48,4614;-115,8909;884
36,9221;-109,0753;884
62,0911;-163,7209;884
36,4371;-77,2288;884
34,4069;-92,8077;884
32,4922;-80,3239;884
44,9127;-68,6246;884
38,3421;-86,2754;883
38,6858;-88,3486;883
39,8367;-75,022;883
40,3328;-98,4483;883
39,2072;-93,5186;883
31,3715;-97,0765;883
30,3369;-94,06;883
36,8353;-83,7598;883
41,3651;-91,9533;883
35,3576;-85,5656;882
40,4007;-83,5444;882
44,439;-90,1301;882
32,6057;-97,9359;882
37,186;-87,4556;882
45,3824;-93,0885;882
41,672;-90,357;882
40,567;-87,8922;882
48,057;-122,6938;882
44,3318;-89,1672;882
38,6495;-95,6114;882
44,6266;-90,0144;882
42,0133;-121,4096;881
32,1364;-88,7958;881
40,5559;-79,1558;881
33,3643;-93,5751;881
35,5096;-97,4469;881
35,889;-119,4858;880
33,8478;-96,8147;880
44,0696;-87,8858;880
43,0291;-75,271;880
41,9662;-78,1907;880
38,4334;-85,1689;880
36,2428;-84,6798;880
43,3351;-89,3726;879
43,3092;-96,4344;879
32,7344;-109,0972;879
26,2837;-81,6629;879
33,213;-80,4478;879
37,2653;-88,241;879
42,8195;-88,349;879
39,4019;-114,7775;879
39,4047;-75,8675;878
43,2386;-97,5774;878
40,952;-84,9955;878
