latitude;longitude;population
37,1812;-78,1307;2931
30,4716;-83,413;2930
44,1514;-103,334;2930
42,0699;-83,9687;2929
43,2893;-75,4672;2929
31,0409;-83,0748;2928
40,7991;-73,6491;2928
40,5532;-82,828;2927
43,6154;-116,9379;2926
41,9231;-111,8076;2926
37,0333;-93,4729;2926
42,5992;-88,6176;2926
33,6901;-101,9893;2926
42,018;-80,3465;2925
35,5662;-97,2901;2925
47,6273;-122,2427;2923
40,2872;-75,987;2923
32,3923;-112,8839;2922
37,1716;-94,844;2922
35,1975;-85,9213;2922
35,365;-79,8918;2921
43,027;-102,5524;2921
26,3281;-98,3923;2920
39,1488;-80,0417;2920
30,061;-90,6929;2920
36,4295;-89,6993;2918
30,6349;-92,4179;2918
40,222;-104,834;2917
33,7146;-117,0775;2917
36,2472;-95,9655;2917
33,6065;-84,3411;2916
42,7827;-83,2453;2915
30,9312;-88,5959;2914
35,0717;-77,1504;2914
43,7982;-70,2541;2913
38,2096;-121,1551;2912
38,7442;-90,211;2912
43,018;-78,4978;2911
40,5286;-74,2936;2910
28,3465;-82,6025;2909
45,0997;-93,6884;2909
30,408;-91,0906;2907
38,4629;-75,2117;2907
32,7305;-109,7148;2907
35,2337;-80,1147;2906
40,0251;-82,6463;2905
32,3782;-82,5945;2905
36,0219;-84,4414;2905
43,3776;-99,8552;2905
40,4073;-79,9097;2905
37,3321;-88,0795;2905
39,9167;-75,0957;2904
38,2691;-78,8251;2904
40,6868;-80,0638;2903
18,0894;-67,1201;2902
38,4154;-82,0705;2902
21,9204;-159,5006;2902
39,5791;-106,0915;2900
42,7745;-114,7026;2900
36,4271;-94,7956;2900
29,8314;-90,0211;2900
40,9582;-72,7395;2899
47,133;-122,4923;2899
40,6342;-82,2328;2898
31,6997;-98,1208;2898
29,2698;-97,7658;2898
39,8927;-75,4698;2897
35,9644;-89,9721;2896
33,9303;-96,4293;2896
37,9956;-86,1773;2896
19,586;-155,0713;2896
43,6634;-70,7382;2896
36,0926;-79,3615;2894
34,8907;-89,9069;2893
31,1658;-85,4697;2891
38,2809;-85,6617;2891
32,8436;-87,8986;2890
40,4929;-79,9037;2890
37,034;-77,0956;2890
38,0622;-81,1083;2890
32,5468;-82,8675;2889
27,9081;-82,827;2889
18,4811;-66,7879;2889
41,9143;-83,4317;2888
38,8319;-106,1387;2887
18,0016;-65,8829;2887
35,7224;-96,8925;2886
42,2727;-71,5221;2884
37,3993;-87,7509;2883
40,3655;-76,1864;2883
34,6724;-80,7215;2882
41,4588;-74,0533;2881
34,3955;-83,6659;2880
43,0042;-88,374;2880
44,1918;-84,0467;2880
38,0631;-81,8046;2880
29,0373;-98,5728;2879
33,0156;-99,6716;2879
18,2199;-66,5984;2879
35,4813;-89,7353;2878
33,4018;-81,422;2877
36,4463;-77,7065;2877
37,3289;-80,7275;2876
42,0265;-96,0909;2876
43,6014;-111,1108;2876
40,6322;-79,9684;2876
29,0454;-95,567;2875
34,537;-86,4128;2875
40,3484;-104,7062;2874
20,7211;-156,3625;2872
26,2964;-97,9269;2872
47,7968;-122,0281;2871
42,5352;-71,4727;2870
33,611;-95,0563;2868
35,8635;-92,1041;2868
31,7183;-96,1697;2867
40,1567;-76,7947;2867
26,6888;-80,1326;2867
45,415;-83,8186;2866
35,2414;-92,9465;2865
42,8565;-105,8625;2863
34,8393;-97,6105;2863
47,5474;-92,6255;2862
33,1501;-96,9184;2862
41,2852;-88,2507;2861
18,3725;-65,8546;2861
40,628;-75,3401;2861
26,691;-80,1217;2859
40,6538;-79,9394;2859
37,0436;-122,137;2858
28,33;-98,1183;2858
29,9848;-98,0906;2858
48,387;-115,5559;2857
42,4184;-96,4201;2857
39,4117;-77,4991;2857
41,1491;-73,3764;2856
36,7613;-80,7371;2856
40,7405;-89,0183;2855
38,6337;-95,8218;2854
40,3056;-85,2331;2854
42,0484;-89,4294;2853
22,1455;-159,3151;2853
37,234;-107,5952;2853
30,5707;-100,6423;2852
40,5518;-90,5046;2850
40,7693;-79,5327;2850
28,7294;-81,5895;2850
39,9119;-75,253;2849
44,2027;-120,755;2849
34,213;-77,798;2848
39,1556;-121,7493;2848
29,9986;-90,4036;2848
32,8886;-109,8437;2847
34,9609;-81,9929;2846
37,6922;-85,2193;2846
39,0675;-78,9623;2846
40,4355;-84,3778;2846
41,4127;-122,3816;2845
46,8682;-122,2697;2845
38,2733;-85,6177;2845
33,9543;-80,4609;2843
35,8283;-82,549;2843
46,7459;-123,003;2842
38,7458;-76,7555;2842
43,2911;-84,5956;2840
42,6517;-73,9347;2840
27,98;-97,3928;2838
45,9591;-86,2507;2838
41,6809;-93,628;2837
41,1488;-104,8618;2836
28,983;-81,2309;2836
41,3966;-85,4187;2835
41,6953;-90,5394;2835
39,4889;-74,5417;2834
39,8957;-76,1617;2833
46,3299;-87,3673;2833
45,7997;-87,914;2832
43,6344;-91,5009;2832
44,5712;-91,6668;2832
34,6766;-79,1935;2832
44,0284;-92,8518;2831
39,7256;-85,896;2831
39,3538;-78,0552;2831
39,0339;-84,5673;2830
43,4015;-95,743;2830
33,9647;-83,6018;2829
40,8495;-73,5288;2829
35,4025;-82,3372;2829
34,9182;-95,3049;2828
38,6117;-76,6187;2827
42,1229;-72,1089;2827
42,9206;-83,0434;2826
40,768;-73,7089;2825
36,4426;-103,1574;2825
45,2592;-111,3426;2825
43,1344;-72,455;2824
39,778;-75,6046;2824
31,0404;-84,8792;2824
35,7173;-108,1432;2823
39,3146;-84,6599;2823
38,9958;-79,1277;2822
44,3592;-84,4117;2822
34,4575;-97,1566;2821
38,0278;-97,9429;2820
33,936;-97,1248;2820
18,1848;-66,3102;2820
44,4607;-87,5132;2819
29,1695;-99,8329;2819
38,7743;-87,3078;2818
33,5983;-116,9154;2818
38,6929;-75,7727;2818
39,7051;-77,3217;2818
38,9737;-91,5024;2817
42,8559;-72,6018;2817
34,3441;-109,9878;2817
64,7529;-147,3599;2816
35,0706;-76,9571;2816
38,7456;-90,243;2815
38,9409;-74,9042;2815
41,9283;-91,7791;2814
26,0358;-97,5568;2814
40,7279;-75,3919;2814
30,8391;-89,5306;2814
41,5754;-84,0091;2813
41,7961;-92,0675;2812
28,4381;-80,7552;2812
41,1575;-73,766;2812
40,3385;-80,5975;2812
33,1632;-97,0401;2811
28,3451;-82,5535;2811
42,3786;-89,8218;2811
41,7706;-76,4472;2811
27,3585;-98,1244;2810
47,4166;-122,6377;2808
38,4203;-121,952;2807
35,2408;-95,5176;2807
26,0518;-97,6552;2806
41,4281;-71,4668;2805
42,7982;-86,1227;2803
34,4395;-82,9103;2803
40,0613;-76,7195;2802
35,3464;-118,9851;2802
40,4317;-109,4913;2801
39,6678;-104,9216;2801
34,1907;-88,7204;2800
38,3491;-91,4974;2800
42,732;-93,7298;2799
46,9029;-117,34;2799
36,0842;-87,1039;2798
64,9339;-148,0083;2798
41,8757;-72,845;2796
40,3515;-76,2117;2796
45,6284;-94,5675;2795
39,6798;-77,6921;2795
38,0902;-88,5388;2794
38,7674;-93,5617;2793
41,3623;-76,0385;2793
40,799;-73,6799;2792
33,2248;-91,7972;2792
44,8489;-122,9518;2792
42,3637;-92,774;2792
41,0168;-72,4871;2792
30,3222;-87,7271;2791
39,147;-92,6857;2790
39,9923;-84,5543;2790
44,9882;-91,8437;2789
35,2369;-118,9123;2788
40,1539;-74,0273;2788
33,5958;-99,258;2786
37,6964;-83,9678;2785
32,5369;-96,6738;2785
45,3193;-92,6936;2785
46,9648;-122,6027;2785
37,4993;-91,8618;2784
41,8757;-93,8205;2784
39,8206;-75,8284;2784
42,0904;-90,1395;2783
41,6481;-85,418;2783
37,0759;-88,077;2783
32,9598;-87,1334;2782
40,8952;-78,2146;2782
48,0639;-122,092;2782
40,3262;-74,7908;2780
38,4099;-82,5283;2780
36,4381;-83,6053;2780
32,5711;-89,1152;2780
38,9764;-75,808;2780
30,4289;-86,6989;2780
44,8746;-124,031;2779
35,3224;-79,4114;2779
39,0505;-77,456;2779
42,5305;-88,5939;2778
38,0121;-122,5878;2778
35,2923;-95,5863;2776
39,9563;-74,6768;2776
33,6683;-85,7128;2776
34,8787;-99,5038;2775
36,3351;-84,1928;2775
42,9557;-77,5902;2774
31,2808;-90,467;2774
46,6501;-96,4164;2773
38,433;-82,1303;2773
40,3349;-74,4708;2772
38,6953;-90,2757;2772
39,5758;-104,8653;2772
32,942;-102,5657;2772
29,7;-96,7773;2771
42,6088;-83,3442;2771
45,077;-94,1877;2771
39,6937;-77,7472;2770
39,7288;-86,7122;2770
40,0574;-76,5515;2769
40,0024;-76,6041;2769
35,2968;-98,9838;2769
40,3302;-76,0818;2768
60,1124;-149,3925;2768
40,1532;-76,2473;2767
42,5679;-114,6115;2766
39,514;-104,8217;2766
28,1805;-81,8296;2766
43,6499;-72,329;2766
40,3311;-74,5925;2766
36,8095;-76,7406;2765
40,7211;-76,1903;2765
37,0751;-94,6354;2764
41,0348;-82,0124;2764
19,4538;-155,8588;2764
40,0115;-75,0148;2764
46,3168;-117,9767;2763
29,6443;-90,5324;2761
36,5878;-89,5505;2761
30,7786;-85,6862;2760
33,9128;-82,2876;2760
39,8321;-84,9922;2760
30,541;-91,3885;2759
39,9115;-75,3267;2759
30,4592;-86,5499;2759
40,7954;-76,4721;2758
43,8445;-92,1829;2758
39,7003;-76,0587;2756
36,4304;-119,8671;2756
42,868;-106,2524;2755
35,949;-94,4174;2754
26,2937;-97,9631;2754
41,46;-81,071;2754
26,7114;-81,695;2753
32,3636;-81,303;2753
31,9925;-83,3068;2752
36,1447;-85,2643;2751
33,1707;-91,9367;2751
18,1278;-66,4819;2751
18,0132;-66,5358;2751
40,7875;-73,7153;2750
41,9188;-80,6723;2749
60,5305;-151,0301;2749
35,7686;-96,6467;2748
39,2171;-94,4811;2748
38,1168;-86,9293;2746
43,5271;-111,931;2746
33,3937;-86,6779;2746
42,9794;-90,6491;2746
41,4274;-84,8721;2746
41,0797;-73,9127;2745
40,5143;-74,3078;2745
39,9114;-77,5652;2745
29,1172;-81,3517;2745
35,1308;-97,4783;2744
32,2767;-106,7462;2744
38,3527;-97,1992;2744
35,2961;-78,025;2744
36,8771;-121,6404;2744
35,3461;-101,3804;2743
34,9994;-78,0928;2743
40,39;-91,3623;2743
40,283;-78,8907;2743
39,3653;-77,5406;2742
34,9361;-104,6769;2741
34,0422;-118,7091;2741
39,6034;-80,9351;2740
37,1491;-90,697;2739
38,5253;-118,626;2739
32,793;-93,0582;2739
35,5344;-81,034;2739
33,7648;-117,1572;2738
38,6549;-92,7803;2738
40,4536;-80,2499;2736
43,5883;-119,0612;2735
37,2174;-86,7001;2734
33,3129;-85,7508;2733
40,1295;-91,5266;2733
38,962;-84,2779;2733
41,6666;-70,1656;2732
48,8445;-95,7625;2731
36,686;-93,1015;2731
39,8098;-77,1854;2731
38,5776;-122,4513;2731
37,5201;-122,3459;2730
39,8362;-99,8916;2729
29,4899;-98,5503;2729
29,4431;-96,9435;2729
33,5703;-97,0129;2728
31,7186;-86,2687;2728
28,3074;-97,275;2728
39,3968;-75,6943;2728
41,8883;-71,3297;2726
34,772;-80,3897;2726
39,6833;-88,3013;2726
41,3559;-72,3919;2725
32,5506;-92,9218;2725
40,3138;-88,9928;2725
32,8676;-81,1093;2725
39,3655;-82,1343;2724
31,7258;-110,2746;2724
34,9008;-114,5732;2724
26,5634;-80,0531;2723
42,4012;-88,0468;2723
36,9017;-121,7417;2723
43,6479;-108,2139;2722
40,7654;-124,1787;2719
37,1902;-80,4243;2719
34,8118;-118,9549;2719
33,7288;-87,0842;2718
43,3719;-83,577;2718
40,751;-74,1623;2718
34,0089;-118,0419;2718
36,0184;-101,8245;2717
27,8139;-82,7748;2717
30,9609;-85,5123;2717
46,5257;-111,9401;2716
35,8508;-81,5361;2715
36,0673;-83,7649;2715
48,9507;-122,1484;2715
47,989;-102,4882;2714
18,4309;-65,8801;2714
45,5358;-92,0291;2714
33,7047;-84,0367;2714
46,6873;-119,931;2714
33,0793;-111,7683;2713
37,051;-85,0774;2713
46,4884;-87,717;2713
42,8643;-89,5402;2712
32,5242;-95,6373;2711
36,562;-86,246;2711
43,4212;-82,8333;2711
33,9616;-81,1119;2711
34,1848;-118,9445;2711
40,3125;-74,4461;2710
39,5329;-84,0904;2709
40,2085;-76,7851;2709
34,1625;-119,2241;2708
46,8917;-122,6866;2707
37,7981;-80,3005;2707
37,14;-85,9646;2707
42,1928;-76,8078;2707
18,0338;-66,4955;2706
39,7459;-75,3117;2706
38,3637;-85,1779;2705
32,9955;-82,4001;2704
35,8247;-86,0723;2704
39,944;-75,2608;2703
36,2705;-98,4769;2703
43,6336;-89,7752;2703
39,4672;-76,1308;2703
26,2456;-98,4024;2703
32,2759;-94,9726;2703
33,008;-81,3092;2702
41,3637;-85,2317;2702
40,8528;-73,7044;2702
18,4316;-66,2261;2700
41,3789;-72,4411;2700
32,8997;-85,4007;2700
33,6567;-86,9665;2700
35,5637;-90,7216;2700
36,2068;-94,2382;2699
36,7012;-85,6927;2699
32,2461;-97,7442;2698
42,1146;-89,0903;2697
40,6248;-96,6307;2697
37,7518;-87,219;2696
45,6636;-93,9096;2695
41,8538;-87,9691;2695
40,5519;-74,2581;2695
41,5293;-88,6804;2694
40,0951;-87,6424;2694
34,9045;-117,9294;2694
34,89;-91,1902;2693
36,5145;-88,882;2693
31,9596;-106,5935;2692
41,5592;-95,9028;2692
39,1243;-84,3517;2691
41,7281;-71,2098;2691
39,0516;-76,5746;2690
28,4879;-81,3771;2689
43,0617;-124,1327;2689
40,3863;-75,1428;2689
42,6379;-79,0295;2688
38,5243;-90,3366;2688
42,3855;-88,1038;2687
40,7487;-92,4174;2687
35,257;-95,1181;2687
38,0599;-85,68;2687
38,7129;-90,3285;2687
33,9082;-81,0977;2687
44,5447;-87,7065;2686
47,1728;-122,2209;2686
32,4258;-96,6724;2685
35,3168;-111,5507;2685
40,3185;-80,1919;2684
38,6083;-89,6852;2684
41,4898;-120,5516;2683
47,2389;-93,6396;2683
44,3696;-89,7549;2682
34,3885;-103,3185;2682
41,0647;-80,0419;2682
31,6549;-106,1369;2681
41,6766;-71,925;2681
38,5042;-81,6398;2680
42,5761;-76,2053;2680
29,682;-96,9075;2679
48,0598;-122,0411;2679
17,9921;-66,4966;2679
26,251;-81,711;2679
44,2884;-83,4849;2677
39,7168;-82,993;2677
39,6031;-76,4752;2677
45,2198;-123,0781;2677
38,7024;-90,1501;2677
35,3795;-77,4281;2676
35,7203;-89,0859;2675
38,5181;-98,7774;2675
40,421;-84,6324;2675
43,5946;-88,4421;2674
39,9586;-74,3169;2674
27,8823;-98,6178;2674
37,0987;-80,6831;2673
43,0015;-96,4828;2673
40,6184;-89,6048;2672
37,4507;-86,893;2672
32,9696;-86,7339;2671
41,8459;-72,8294;2671
33,9835;-101,3368;2670
36,1056;-97,8989;2669
40,0012;-76,7059;2669
39,4738;-81,468;2669
41,1428;-73,3609;2668
36,4853;-82,5069;2667
35,2156;-86,0757;2667
32,1317;-101,7927;2667
35,8555;-79,5682;2666
39,2731;-77,64;2666
39,0883;-122,9053;2666
39,4102;-121,7134;2665
37,9774;-120,3409;2664
36,3914;-79,751;2664
39,2509;-84,4268;2663
40,3771;-75,4838;2663
41,2404;-82,1175;2662
38,6285;-90,0928;2661
39,1942;-96,0643;2661
38,8033;-77,2222;2661
34,5771;-113,1771;2661
31,1055;-85,6916;2660
38,5355;-75,0984;2660
38,3827;-120,8106;2659
40,6374;-80,4565;2658
18,3575;-67,1553;2658
40,3868;-78,6746;2658
40,3973;-81,3274;2657
30,1856;-82,6026;2657
27,2219;-82,4988;2656
42,0572;-83,3899;2655
33,5271;-91,4323;2655
41,7498;-70,7207;2654
48,3654;-99,9903;2654
32,4702;-92,1736;2654
40,0133;-74,3201;2653
42,5187;-83,303;2653
43,0842;-91,5676;2653
41,2567;-77,0492;2653
40,2305;-74,8606;2653
38,1081;-82,6132;2652
37,9856;-77,5244;2652
40,2094;-79,7699;2652
40,3377;-76,9337;2651
35,8691;-98,4166;2651
34,6973;-77,0573;2651
34,4141;-110,5696;2651
34,5506;-114,3754;2651
42,914;-70,8127;2650
42,326;-111,2988;2649
37,5483;-122,4923;2649
36,5679;-82,2655;2648
48,5324;-123,0657;2647
38,708;-76,5346;2646
32,4698;-100,0111;2646
42,3605;-93,1013;2645
41,6666;-70,8056;2645
39,9194;-75,4416;2644
47,5508;-122,6655;2643
39,1153;-104,906;2642
34,0379;-84,5826;2642
40,4784;-82,5485;2642
38,8052;-77,0055;2641
40,2993;-120,5024;2641
35,1992;-102,0633;2640
48,1741;-111,9467;2640
41,3216;-75,8578;2640
35,3064;-77,789;2640
48,3673;-119,578;2640
41,7761;-110,5555;2640
37,5094;-94,8456;2639
30,4761;-90,0293;2639
33,2851;-111,1109;2639
38,9627;-84,0846;2638
41,4874;-91,7018;2637
35,9104;-82,0731;2637
33,9832;-87,9023;2636
40,3335;-79,3011;2636
43,4053;-88,7041;2636
33,3311;-105,5969;2635
43,1124;-75,2739;2635
45,1179;-93,3991;2634
36,2336;-80,8351;2634
18,3357;-66,4723;2634
48,0933;-105,6414;2634
35,4109;-113,8627;2633
33,7245;-90,55;2633
39,9905;-81,9982;2633
36,1044;-94,0033;2632
43,4273;-96,1662;2631
40,7608;-73,6336;2630
32,4529;-91,49;2630
40,505;-79,8419;2629
40,1103;-77,0335;2629
36,9773;-112,9869;2628
45,6521;-95,3649;2628
38,2035;-92,6258;2628
38,3163;-84,0333;2627
39,5557;-104,8958;2627
42,4703;-76,4623;2627
41,6877;-70,6195;2627
40,807;-72,8235;2626
29,486;-94,5666;2626
39,5937;-89,5846;2626
36,6441;-93,4239;2625
34,0075;-90,0552;2624
29,7543;-84,8695;2624
18,0565;-66,5267;2624
40,3615;-74,9574;2624
46,2708;-122,905;2624
40,0822;-75,0898;2624
45,725;-122,5483;2623
36,036;-90,9736;2623
42,5427;-79,1678;2623
32,8543;-97,3383;2622
40,0186;-74,2909;2622
39,2473;-106,2934;2622
35,3792;-87,9927;2622
40,276;-81,7518;2622
37,9364;-107,827;2622
40,4145;-79,5728;2621
42,8758;-100,5466;2621
41,1594;-81,4606;2621
30,2115;-95,742;2620
39,4231;-85,0105;2619
40,6585;-86,1481;2619
47,5952;-120,6628;2619
35,2388;-84,9139;2619
36,8695;-87,8048;2618
32,7466;-81,6409;2618
38,1931;-95,7452;2617
30,0795;-92,6773;2617
43,2736;-82,6177;2617
34,4341;-83,1079;2617
38,6309;-91,0572;2616
40,5911;-73,6128;2615
35,3118;-82,5039;2615
33,7129;-84,106;2614
40,0902;-76,4064;2613
18,4453;-66,2239;2613
36,4419;-77,0968;2612
41,2128;-75,8993;2612
42,9441;-112,8384;2611
33,5157;-115,9092;2610
38,9719;-76,9445;2610
40,1199;-90,5666;2610
42,4715;-83,1445;2609
32,5914;-96,5188;2609
38,6255;-90,5945;2608
45,0497;-89,6817;2608
43,0144;-112,4572;2608
34,5046;-88,208;2606
39,4903;-83,6345;2606
39,0815;-84,1716;2606
45,1081;-122,8964;2605
46,6081;-94,218;2605
39,3204;-121,4038;2605
41,79;-70,755;2605
29,5032;-95,4693;2604
43,3495;-96,8937;2603
35,6431;-118,3102;2602
36,2257;-80,359;2602
35,3754;-83,2185;2601
41,9419;-83,314;2598
26,2583;-98,2953;2597
32,7599;-97,4239;2597
34,0053;-88,7479;2597
37,1917;-94,464;2597
35,3585;-79,7816;2595
41,5614;-88,0587;2595
31,9609;-89,8692;2593
39,9937;-81,7381;2593
33,2955;-83,686;2593
29,2191;-82,0558;2593
38,6802;-90,3081;2592
41,2844;-81,0932;2591
40,2408;-74,8386;2591
38,7251;-75,6029;2590
33,5378;-85,254;2590
33,0753;-106,0175;2590
46,57;-96,0861;2589
34,9131;-81,9395;2589
41,6647;-86,0787;2589
30,5423;-83,8722;2589
39,245;-120,0203;2589
40,113;-85,5943;2588
40,9971;-72,2892;2587
37,1617;-121,9879;2587
42,0885;-79,281;2587
41,4951;-88,0809;2586
43,3922;-89,4059;2585
35,2948;-94,0484;2585
30,3943;-91,2517;2585
30,947;-97,529;2585
30,3688;-89,7495;2584
40,9009;-75,9924;2583
39,0555;-84,0478;2583
40,4173;-85,6477;2582
41,3145;-74,9434;2582
35,7996;-79,0818;2582
40,7752;-80,7628;2582
40,6004;-81,5293;2581
35,5864;-78,3643;2581
41,9725;-71,1854;2580
34,1696;-82,0239;2579
41,7362;-112,1627;2579
26,4119;-98,96;2578
43,5815;-85,2986;2578
33,279;-84,276;2578
31,8032;-97,0941;2577
40,0451;-80,6898;2577
34,9003;-77,5427;2577
44,5583;-72,5933;2576
36,4101;-79,3356;2576
26,7324;-80,9519;2576
36,872;-107,9551;2576
41,0619;-73,4643;2575
40,2669;-80,0095;2575
42,1848;-91,7798;2573
41,022;-80,6156;2573
32,1613;-81,9094;2573
38,4949;-90,8163;2573
43,5018;-87,8476;2573
28,7065;-81,7346;2573
27,3592;-82,5213;2573
38,8941;-107,9255;2572
38,9642;-112,3386;2572
41,3875;-83,3216;2572
32,778;-80,2281;2572
38,7516;-82,9351;2572
39,1084;-108,3573;2571
40,5198;-74,4403;2571
37,2689;-93,1183;2570
33,8957;-78,5514;2570
41,2021;-76,7854;2570
47,299;-101,6259;2569
42,8632;-90,1814;2569
40,509;-75,6001;2569
32,6944;-96,4009;2568
39,8104;-74,9407;2568
41,4229;-73,6069;2568
34,5845;-86,4574;2567
38,6756;-86,914;2567
38,2221;-80,5363;2567
42,2165;-85,7858;2566
31,566;-93,4773;2566
46,1292;-92,8646;2566
39,6515;-83,7822;2566
40,2757;-75,4646;2566
41,3209;-88,5888;2565
34,9865;-80,3685;2565
42,2047;-86,1661;2565
48,0181;-114,2274;2564
45,6625;-97,0454;2564
44,7318;-85,1834;2563
34,5454;-91,9675;2562
42,0779;-71,7121;2562
44,1664;-73,2557;2561
40,1174;-84,3509;2561
36,6532;-94,4441;2561
61,6343;-149,1614;2561
40,4142;-91,1276;2560
44,3706;-92,042;2560
38,9183;-77,4248;2560
37,9337;-90,775;2559
34,6306;-85,7413;2559
40,9735;-78,519;2559
44,2905;-69,814;2558
36,9936;-91,7019;2558
28,4753;-82,6612;2558
48,6928;-116,3184;2558
42,4321;-92,4522;2557
33,8049;-86,597;2555
43,4684;-114,2551;2554
42,6773;-78,7793;2554
40,6921;-74,4629;2552
32,9169;-86,7203;2552
32,0339;-81,0479;2552
41,0944;-78,8876;2551
37,002;-93,6362;2551
42,7964;-78,8324;2551
38,3489;-77,5036;2551
39,1807;-81,513;2549
38,4333;-92,8453;2549
40,2591;-74,4743;2549
35,3123;-91,5709;2548
43,7299;-111,1043;2548
38,6708;-84,3311;2548
40,5422;-76,9554;2546
34,273;-116,4146;2546
39,2948;-90,4062;2546
39,5567;-94,3077;2546
38,9112;-120,8356;2546
30,2834;-92,107;2545
44,5035;-73,4812;2545
37,5096;-97,4975;2544
41,3238;-75,7419;2544
40,942;-75,821;2544
41,0535;-86,6037;2543
37,1262;-92,1032;2543
32,1455;-81,6185;2542
35,4913;-97,3254;2542
41,2818;-72,6763;2541
35,6027;-85,1984;2541
26,4145;-97,7894;2540
41,1601;-74,3311;2540
38,7622;-83,0417;2540
43,7956;-99,3263;2538
32,0871;-82,1244;2538
37,9638;-122,5615;2537
42,0888;-87,7144;2537
39,7666;-87,2295;2537
33,7708;-96,6714;2536
44,1053;-94,2188;2535
34,9224;-88,4432;2534
42,3974;-124,4171;2533
30,0451;-90,7488;2533
38,9845;-77,4174;2533
39,2093;-74,7136;2532
40,8295;-75,0728;2532
41,4618;-73,5268;2531
30,2187;-93,8758;2531
41,0796;-82,4066;2531
43,0733;-86,1944;2530
38,623;-112,1196;2530
40,7722;-97,0535;2530
44,9933;-73,3633;2530
32,7149;-97,1538;2529
41,6698;-109,2714;2529
34,4548;-83,5996;2529
35,5885;-78,137;2527
33,176;-95,2253;2527
34,3426;-84,3637;2527
36,1087;-83,297;2527
41,3382;-75,7422;2527
33,9805;-84,1839;2527
46,0094;-91,4826;2526
40,3614;-76,4217;2526
39,0649;-82,9986;2525
32,4693;-98,6751;2524
37,0294;-88,3602;2524
40,5112;-80,0966;2524
28,8426;-81,8009;2524
35,6615;-106,0149;2523
32,7125;-95,2003;2523
40,2935;-78,8726;2522
44,368;-100,3831;2522
41,5121;-83,1424;2521
43,6114;-86,3648;2520
44,1111;-88,7116;2520
41,9847;-89,5791;2520
46,4892;-93,9573;2519
34,4947;-79,1136;2519
41,5515;-73,8654;2519
29,7495;-90,1036;2517
39,9355;-82,4825;2517
40,0334;-85,8406;2517
33,7502;-87,0483;2516
37,929;-121,2456;2516
47,6443;-121,904;2515
43,4128;-86,3636;2514
32,5864;-86,3917;2514
30,3806;-95,4944;2513
43,0909;-76,2427;2513
34,0578;-78,8876;2513
29,8626;-89,8877;2513
42,8464;-93,6084;2512
40,3348;-78,3958;2512
43,6888;-92,3897;2512
29,4455;-90,5939;2511
41,239;-76,7254;2511
47,7329;-116,7696;2510
34,6011;-87,0816;2510
39,8649;-83,9331;2509
34,0172;-90,4333;2509
34,2459;-118,9018;2508
35,5798;-92,4543;2508
33,4199;-81,6826;2508
48,293;-117,7336;2508
60,5347;-145,6087;2507
38,2094;-98,2064;2507
41,0423;-73,9148;2507
37,9707;-89,0531;2507
29,0007;-81,424;2506
41,6685;-93,3661;2506
41,397;-73,6151;2506
45,7283;-121,4853;2505
30,3465;-97,9864;2505
39,9835;-77,0422;2504
29,7283;-84,994;2504
35,1747;-82,1848;2504
33,787;-81,9291;2504
41,6661;-91,3441;2503
34,1102;-86,8662;2502
33,0306;-94,725;2502
44,3866;-93,7311;2502
42,4746;-92,0657;2502
40,0652;-74,9221;2502
40,2924;-80,2055;2501
30,1611;-97,235;2500
36,9465;-120,0212;2500
38,9387;-111,8652;2500
40,0499;-107,8947;2500
34,4549;-119,7121;2500
39,528;-104,8258;2499
40,1551;-74,9147;2498
46,8917;-124,1118;2498
36,071;-88,9921;2498
40,416;-78,4134;2498
35,9111;-90,8009;2497
39,0419;-74,8677;2497
46,8973;-97,2128;2496
36,1478;-83,6939;2496
36,4334;-118,8885;2496
30,4906;-99,7726;2494
39,5062;-77,569;2493
30,9445;-95,3736;2493
40,7811;-76,3451;2493
38,5683;-90,3392;2492
18,0922;-65,8005;2492
36,1955;-82,9655;2492
36,1688;-81,1933;2491
38,544;-76,5879;2491
18,4264;-66,7872;2491
34,2611;-111,2197;2490
41,0803;-123,6972;2489
44,3134;-89,9073;2489
41,5336;-86,0137;2488
28,6167;-81,3906;2486
36,7137;-119,7607;2486
48,24;-122,1638;2486
42,9357;-88,4037;2485
34,5407;-78,795;2485
29,6386;-83,1248;2485
35,3345;-78,0545;2485
39,9644;-82,4898;2485
27,638;-81,8244;2484
28,638;-81,1159;2484
43,6869;-121,4853;2483
46,9672;-119,0523;2483
39,6898;-110,8596;2482
43,0221;-77,7555;2482
48,3387;-122,6616;2482
43,8725;-85,5068;2481
41,8569;-84,3451;2480
29,258;-98,3218;2479
36,1012;-78,4551;2477
40,2938;-79,3873;2477
27,9198;-82,8191;2476
37,7755;-86,4537;2476
26,1602;-81,7274;2476
31,1858;-85,2359;2476
34,6308;-92,5605;2476
42,2478;-88,2401;2475
45,3137;-85,2558;2474
45,8128;-122,5143;2474
41,1689;-90,0375;2473
35,6431;-101,5964;2472
40,9231;-91,4012;2471
41,1172;-89,3569;2471
35,0161;-117,6661;2469
30,1976;-85,6974;2469
33,3829;-96,2467;2468
42,9589;-91,813;2468
35,3342;-94,1798;2467
26,9529;-81,9925;2466
36,2849;-92,4869;2466
39,9873;-75,8454;2465
33,5646;-81,8078;2465
36,0285;-79,3549;2464
40,7889;-78,0192;2464
42,6765;-90,1201;2462
40,8061;-74,2713;2462
